id,name,character_id,card_unique_info_id,cost,rarity,hp_init,hp_max,atk_init,atk_max,def_init,def_max,element,lv_max,skill_lv_max,grow_type,optimal_awakening_grow_type,price,exp_type,training_exp,special_motion,passive_skill_set_id,leader_skill_set_id,link_skill1_id,link_skill2_id,link_skill3_id,link_skill4_id,link_skill5_id,link_skill6_id,link_skill7_id,eball_mod_min,eball_mod_num100,eball_mod_mid,eball_mod_mid_num,eball_mod_max,eball_mod_max_num,max_level_reward_id,max_level_reward_type,collectable_type,face_x,face_y,aura_id,aura_scale,aura_offset_x,aura_offset_y,is_aura_front,is_selling_only,awakening_number,resource_id,bg_effect_id,selling_exchange_point,awakening_element_type,potential_board_id,open_at
52011311,Omega Shenron,523,294,40,4,150,500,150,500,150,500,22,100,10,40,,500,5,100,1,,101131.0,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1011311.0,,10,2.0,,2038-01-01 00:00:00
52011390,Super Saiyan 2 Gohan (Youth),203,79,1,4,150,500,150,500,150,500,11,100,10,40,,29466,15,6045,4,,101139.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1011390.0,,10,1.0,,2038-01-01 00:00:00
52011391,Super Saiyan 2 Gohan (Youth),203,79,1,4,150,500,150,500,150,500,11,120,10,41,,29466,15,6045,4,,101139.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1011391.0,,10,1.0,,2038-01-01 00:00:00
52011590,Toppo,754,352,19,3,150,500,150,500,150,500,2,80,10,33,,13825,5,4320,1,,101159.0,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1011590.0,,10,1.0,,2038-01-01 00:00:00
52011591,Toppo,754,352,27,4,150,500,150,500,150,500,12,100,10,40,,29466,5,6045,1,,101159.0,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1011591.0,,10,1.0,,2038-01-01 00:00:00
52012150,Full Power Boujack,293,123,1,4,150,500,150,500,150,500,20,100,10,40,,29466,15,6045,3,,101215.0,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1012150.0,,10,2.0,,2038-01-01 00:00:00
52012151,Full Power Boujack,293,123,1,4,150,500,150,500,150,500,20,120,10,41,,29466,15,6045,3,,101215.0,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1012151.0,,10,2.0,,2038-01-01 00:00:00
52012420,Hirudegarn (Perfect Form),311,369,1,4,150,500,150,500,150,500,0,100,10,40,,500,15,100,1,,101242.0,,,,,,,,40,4,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,4012420.0,,10,2.0,,2038-01-01 00:00:00
52012421,Hirudegarn (Perfect Form),311,369,1,4,150,500,150,500,150,500,20,120,10,41,,500,15,100,1,,101242.0,,,,,,,,40,4,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,4012421.0,,10,2.0,,2038-01-01 00:00:00
52012560,Chiaotzu,398,12,8,2,150,500,150,500,150,500,0,60,10,23,,500,4,100,1,,101256.0,,,,,,,,40,3,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1012560.0,,10,2.0,,2038-01-01 00:00:00
52012561,Chiaotzu,398,12,12,3,150,500,150,500,150,500,20,80,10,30,,500,4,100,1,,101256.0,,,,,,,,40,3,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1012561.0,,10,2.0,,2038-01-01 00:00:00
52012610,Dyspo,824,393,19,3,150,500,150,500,150,500,0,80,10,33,,13825,5,4320,1,,101261.0,,,,,,,,35,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1012610.0,,10,1.0,,2038-01-01 00:00:00
52012611,Dyspo,824,393,27,4,150,500,150,500,150,500,10,100,10,40,,29466,5,6045,1,,101261.0,,,,,,,,35,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1012611.0,,10,1.0,,2038-01-01 00:00:00
52012710,Jiren,813,380,17,3,150,500,150,500,150,500,3,80,10,33,,13825,5,4320,1,,101271.0,,,,,,,,30,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1012710.0,,10,1.0,,2038-01-01 00:00:00
52012711,Jiren,813,380,25,4,150,500,150,500,150,500,13,100,10,40,,29466,5,6045,1,,101271.0,,,,,,,,30,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1012711.0,,10,1.0,,2038-01-01 00:00:00
52012860,Tapion,313,370,21,3,150,500,150,500,150,500,4,80,10,33,,500,5,100,1,,101286.0,,,,,,,,30,3,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,1012860.0,,10,1.0,,2038-01-01 00:00:00
52012861,Tapion,313,370,29,4,150,500,150,500,150,500,14,100,10,40,,500,5,100,1,,101286.0,,,,,,,,30,3,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,1012861.0,,10,1.0,,2038-01-01 00:00:00
52012990,Zamasu,660,313,1,4,150,500,150,500,150,500,22,100,10,40,,29466,15,6045,2,,101299.0,,,,,,,,50,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,1012990.0,,10,2.0,,2038-01-01 00:00:00
52012991,Zamasu,660,313,1,4,150,500,150,500,150,500,22,120,10,41,,29466,15,6045,2,,101299.0,,,,,,,,50,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,1012991.0,,10,2.0,,2038-01-01 00:00:00
52013700,Lord Slug,441,398,29,3,150,500,150,500,150,500,1,80,10,33,,500,5,100,3,,101370.0,,,,,,,,40,5,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1013700.0,,10,2.0,,2038-01-01 00:00:00
52013701,Lord Slug,441,398,37,4,150,500,150,500,150,500,21,100,10,40,,500,5,100,3,,101370.0,,,,,,,,40,5,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1013701.0,,10,2.0,,2038-01-01 00:00:00
52014480,Goku (GT),849,153,21,3,150,500,150,500,150,500,2,80,10,33,,500,5,100,1,,101448.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1014480.0,,10,1.0,,2038-01-01 00:00:00
52014481,Goku (GT),849,153,29,4,150,500,150,500,150,500,12,100,10,40,,500,5,100,1,,101448.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1014481.0,,10,1.0,,2038-01-01 00:00:00
52015250,Buu (Super),1091,140,42,4,150,500,150,500,150,500,22,100,10,40,,500,15,100,1,,101525.0,,,,,,,,50,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,1015250.0,,10,2.0,,2038-01-01 00:00:00
52015251,Buu (Super),1091,140,42,4,150,500,150,500,150,500,22,120,10,41,,500,15,100,1,,101525.0,,,,,,,,50,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,1015251.0,,10,2.0,,2038-01-01 00:00:00
52015300,Super Saiyan Vegeta,2,2,21,3,150,500,150,500,150,500,1,80,10,33,,500,5,100,1,,101530.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1015300.0,,10,1.0,,2038-01-01 00:00:00
52015301,Super Saiyan Vegeta,2,2,29,4,150,500,150,500,150,500,11,100,10,40,,500,5,100,1,,101530.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1015301.0,,10,1.0,,2038-01-01 00:00:00
52015360,Metal Cooler,368,195,30,3,150,500,150,500,150,500,2,80,10,33,,500,5,100,2,,101536.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1015360.0,,10,2.0,,2038-01-01 00:00:00
52015361,Metal Cooler,368,195,40,4,150,500,150,500,150,500,22,100,10,40,,500,5,100,2,,101536.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1015361.0,,10,2.0,,2038-01-01 00:00:00
52015800,Bota Magetta,916,442,21,3,150,500,150,500,150,500,0,80,10,33,,500,5,100,1,,101580.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1015800.0,,10,1.0,,2038-01-01 00:00:00
52015801,Bota Magetta,916,442,29,4,150,500,150,500,150,500,10,100,10,40,,500,5,100,1,,101580.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1015801.0,,10,1.0,,2038-01-01 00:00:00
52016190,Duplicate Vegeta,939,462,13,3,150,500,150,500,150,500,1,80,10,33,,500,5,100,1,,101619.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1016190.0,,10,2.0,,2038-01-01 00:00:00
52016191,Duplicate Vegeta,939,462,18,4,150,500,150,500,150,500,21,100,10,40,,500,5,100,1,,101619.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1016191.0,,10,2.0,,2038-01-01 00:00:00
52016390,Super Baby 1,483,320,50,4,150,500,150,500,150,500,24,100,10,40,,500,15,100,1,,101639.0,,,,,,,,40,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,1016390.0,,10,2.0,,2038-01-01 00:00:00
52016391,Super Baby 1,483,320,50,4,150,500,150,500,150,500,24,120,10,41,,500,15,100,1,,101639.0,,,,,,,,40,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,1016391.0,,10,2.0,,2038-01-01 00:00:00
52016560,Goku (Youth),261,84,30,3,150,500,150,500,150,500,0,80,10,33,,500,5,100,5,,101656.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1016560.0,,10,1.0,,2038-01-01 00:00:00
52016561,Goku (Youth),261,84,40,4,150,500,150,500,150,500,10,100,10,40,,500,5,100,5,,101656.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1016561.0,,10,1.0,,2038-01-01 00:00:00
52016630,Demon King Piccolo,263,166,40,4,150,500,150,500,150,500,22,100,10,40,,500,15,100,2,,101663.0,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1016630.0,,10,2.0,,2038-01-01 00:00:00
52016631,Demon King Piccolo,263,166,40,4,150,500,150,500,150,500,22,120,10,41,,500,15,100,2,,101663.0,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1016631.0,,10,2.0,,2038-01-01 00:00:00
52016950,Cyborg Tao,62,58,16,3,150,500,150,500,150,500,3,80,10,33,,500,5,100,2,,101695.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1016950.0,,10,2.0,,2038-01-01 00:00:00
52016951,Cyborg Tao,62,58,23,4,150,500,150,500,150,500,23,100,10,40,,500,5,100,2,,101695.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1016951.0,,10,2.0,,2038-01-01 00:00:00
52016980,Mecha Frieza,217,73,19,3,150,500,150,500,150,500,3,80,10,33,,500,5,100,2,,101698.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1016980.0,,10,2.0,,2038-01-01 00:00:00
52016981,Mecha Frieza,217,73,27,4,150,500,150,500,150,500,23,100,10,40,,500,5,100,2,,101698.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1016981.0,,10,2.0,,2038-01-01 00:00:00
52017340,Cell (1st Form),6,6,38,4,150,500,150,500,150,500,24,100,10,40,,500,15,100,5,,101734.0,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1017340.0,,10,2.0,,2038-01-01 00:00:00
52017341,Cell (1st Form),6,6,38,4,150,500,150,500,150,500,24,120,10,41,,500,15,100,5,,101734.0,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1017341.0,,10,2.0,,2038-01-01 00:00:00
52017490,Piccolo,998,10,58,4,150,500,150,500,150,500,13,100,10,40,,500,15,100,1,,101749.0,,,,,,,,50,4,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,1017490.0,,10,1.0,,2038-01-01 00:00:00
52017491,Piccolo,998,10,58,4,150,500,150,500,150,500,13,120,10,41,,500,15,100,1,,101749.0,,,,,,,,50,4,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,1017491.0,,10,1.0,,2038-01-01 00:00:00
52018050,Thouser,285,143,21,3,150,500,150,500,150,500,1,80,10,33,,500,5,100,1,,101805.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1018050.0,,10,2.0,,2038-01-01 00:00:00
52018051,Thouser,285,143,29,4,150,500,150,500,150,500,21,100,10,40,,500,5,100,1,,101805.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1018051.0,,10,2.0,,2038-01-01 00:00:00
52018100,Trunks (Teen),8,8,40,4,150,500,150,500,150,500,0,100,10,40,,500,15,100,3,,101810.0,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1018100.0,,10,1.0,,2038-01-01 00:00:00
52018101,Trunks (Teen),8,8,40,4,150,500,150,500,150,500,10,120,10,41,,500,15,100,3,,101810.0,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1018101.0,,10,1.0,,2038-01-01 00:00:00
52018170,Invisible Man,1025,506,8,2,150,500,150,500,150,500,2,60,10,23,,500,4,100,1,,101817.0,,,,,,,,40,5,0,0,125,12,1.0,1,1,336,769,,,,,0,0,,1018170.0,,10,2.0,,2038-01-01 00:00:00
52018171,Invisible Man,1025,506,12,3,150,500,150,500,150,500,22,80,10,30,,500,4,100,1,,101817.0,,,,,,,,40,5,0,0,125,12,1.0,1,1,336,769,,,,,0,0,,1018171.0,,10,2.0,,2038-01-01 00:00:00
52019640,Super Saiyan Gotenks,457,545,58,4,150,500,150,500,150,500,11,100,10,40,,500,15,100,3,,101963.0,,,,,,,,40,3,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,4019640.0,,10,1.0,,2038-01-01 00:00:00
52019641,Super Saiyan Gotenks,457,545,58,4,150,500,150,500,150,500,11,120,10,41,,500,15,100,3,,101963.0,,,,,,,,40,3,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,4019641.0,,10,1.0,,2038-01-01 00:00:00
52020020,Krillin,1096,9,21,3,150,500,150,500,150,500,3,80,10,33,,500,5,100,1,,102002.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1020020.0,,10,1.0,,2038-01-01 00:00:00
52020021,Krillin,1096,9,29,4,150,500,150,500,150,500,13,100,10,40,,500,5,100,1,,102002.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1020021.0,,10,1.0,,2038-01-01 00:00:00
52020120,Supreme Kai,361,185,21,3,150,500,150,500,150,500,3,80,10,33,,500,5,100,2,,102012.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1020120.0,,10,1.0,,2038-01-01 00:00:00
52020121,Supreme Kai,361,185,29,4,150,500,150,500,150,500,13,100,10,40,,500,5,100,2,,102012.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1020121.0,,10,1.0,,2038-01-01 00:00:00
52020270,Tien,1104,11,21,3,150,500,150,500,150,500,2,80,10,33,,500,5,100,1,,102027.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1020270.0,,10,1.0,,2038-01-01 00:00:00
52020271,Tien,1104,11,29,4,150,500,150,500,150,500,12,100,10,40,,500,5,100,1,,102027.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1020271.0,,10,1.0,,2038-01-01 00:00:00
52020340,Super Saiyan God SS Evolved Vegeta,830,595,77,5,150,500,150,500,150,500,11,150,20,50,,500,25,100,2,,102034.0,,,,,,,,40,3,160,12,200,24,1.0,1,1,336,769,16.0,2.0,,45.0,0,0,,1020340.0,1020340.0,10,1.0,,2038-01-01 00:00:00
52020341,Super Saiyan God SS Evolved Vegeta,830,595,77,5,150,500,150,500,150,500,11,150,20,50,,500,25,100,2,,102034.0,,,,,,,,40,3,160,12,200,24,1.0,1,1,336,769,16.0,2.0,,45.0,0,0,,1020341.0,1020340.0,10,1.0,,2038-01-01 00:00:00
52021040,Boujack,292,122,30,3,150,500,150,500,150,500,4,80,10,33,,500,5,100,2,,102104.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1021040.0,,10,2.0,,2038-01-01 00:00:00
52021041,Boujack,292,122,40,4,150,500,150,500,150,500,24,100,10,40,,500,5,100,2,,102104.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1021041.0,,10,2.0,,2038-01-01 00:00:00
52021120,Super Saiyan Gohan (Youth),1141,57,26,3,150,500,150,500,150,500,3,80,10,33,,500,5,100,1,,102112.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1021120.0,,10,1.0,,2038-01-01 00:00:00
52021121,Super Saiyan Gohan (Youth),1141,57,34,4,150,500,150,500,150,500,13,100,10,40,,500,5,100,1,,102112.0,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1021121.0,,10,1.0,,2038-01-01 00:00:00
52021670,Legendary Super Saiyan Broly,256,186,58,4,150,500,150,500,150,500,20,100,10,40,,500,15,100,1,,102167.0,,,,,,,,40,3,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,1021670.0,,10,2.0,,2038-01-01 00:00:00
52021671,Legendary Super Saiyan Broly,256,186,58,4,150,500,150,500,150,500,20,120,10,41,,500,15,100,1,,102167.0,,,,,,,,40,3,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,1021671.0,,10,2.0,,2038-01-01 00:00:00
52023000,Zarbon & Dodoria,1199,631,26,4,150,500,150,500,150,500,20,100,10,40,,500,15,100,1,,102300.0,,,,,,,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1023000.0,,10,2.0,,2038-01-01 00:00:00
52023001,Zarbon & Dodoria,1199,631,36,4,150,500,150,500,150,500,20,120,10,41,,500,15,100,1,,102300.0,,,,,,,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1023001.0,,10,2.0,,2038-01-01 00:00:00
53000200,Android #19,18,18,1,2,150,500,150,500,150,500,0,60,10,23,,3366,5,2765,1,,100020.0,,,,,,,,40,5,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1000200.0,,10,2.0,,2038-01-01 00:00:00
53000201,Android #19,18,18,1,3,150,500,150,500,150,500,20,80,10,30,,13326,5,4280,1,,100020.0,,,,,,,,40,5,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1000201.0,,10,2.0,,2038-01-01 00:00:00
53001940,Majin Buu (Good),229,104,16,3,150,500,150,500,150,500,4,80,10,33,,13825,5,4320,1,,100194.0,,,,,,,,30,5,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,1001940.0,,10,2.0,,2038-01-01 00:00:00
53001941,Majin Buu (Good),229,104,23,4,150,500,150,500,150,500,24,100,10,40,,29466,5,6045,1,,100194.0,,,,,,,,30,5,0,0,150,12,1.0,1,1,336,769,,,,,0,0,,1001941.0,,10,2.0,,2038-01-01 00:00:00
53002050,Babidi,238,106,8,2,150,500,150,500,150,500,3,60,10,23,,3261,5,2765,1,,100205.0,,,,,,,,50,5,0,0,123,12,1.0,1,1,336,769,,,,,0,0,,1002050.0,,10,2.0,,2038-01-01 00:00:00
53002051,Babidi,238,106,12,3,150,500,150,500,150,500,23,80,10,30,,13332,5,4280,1,,100205.0,,,,,,,,50,5,0,0,123,12,1.0,1,1,336,769,,,,,0,0,,1002051.0,,10,2.0,,2038-01-01 00:00:00
53002620,Super Saiyan Trunks (Kid),278,117,19,3,150,500,150,500,150,500,4,80,10,33,,500,5,100,2,,100262.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1002620.0,,10,1.0,,2038-01-01 00:00:00
53002621,Super Saiyan Trunks (Kid),278,117,27,4,150,500,150,500,150,500,14,100,10,40,,500,5,100,2,,100262.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1002621.0,,10,1.0,,2038-01-01 00:00:00
53003530,Master Roshi (Max Power),271,99,1,3,150,500,150,500,150,500,3,80,10,33,,13825,4,4320,1,,100353.0,,,,,,,,50,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1003530.0,,10,1.0,,2038-01-01 00:00:00
53003531,Master Roshi (Max Power),271,99,1,4,150,500,150,500,150,500,13,100,10,40,,29466,4,6045,1,,100353.0,,,,,,,,50,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1003531.0,,10,1.0,,2038-01-01 00:00:00
53005000,Buu (Kid),232,150,1,4,150,500,150,500,150,500,23,40,10,1,,500,5,10,3,,100500.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1005000.0,,10,2.0,,2038-01-01 00:00:00
53005001,Buu (Kid),232,150,1,4,150,500,150,500,150,500,23,120,10,41,,29466,15,6045,3,,100500.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1005001.0,,10,2.0,,2038-01-01 00:00:00
53005030,Super Saiyan 3 Goku,227,139,42,4,150,500,150,500,150,500,12,100,10,33,,500,15,100,3,,100503.0,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1005030.0,,10,1.0,,2038-01-01 00:00:00
53005031,Super Saiyan 3 Goku,227,139,42,4,150,500,150,500,150,500,12,120,10,41,,500,15,100,3,,100503.0,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,1005031.0,,10,1.0,,2038-01-01 00:00:00
53005170,Piccolo Jr. (Giant Form),448,265,30,3,150,500,150,500,150,500,4,80,10,33,,500,5,100,1,,100517.0,,,,,,,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1005170.0,,10,2.0,,2038-01-01 00:00:00
53005171,Piccolo Jr. (Giant Form),448,265,38,4,150,500,150,500,150,500,24,100,10,40,,500,5,100,1,,100517.0,,,,,,,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1005171.0,,10,2.0,,2038-01-01 00:00:00
53005750,Majuub,388,177,36,4,150,500,150,500,150,500,1,100,10,40,,500,15,100,1,,100575.0,,,,,,,,50,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1005750.0,,10,1.0,,2038-01-01 00:00:00
53005751,Majuub,388,177,36,4,150,500,150,500,150,500,11,120,10,41,,500,15,100,1,,100575.0,,,,,,,,50,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1005751.0,,10,1.0,,2038-01-01 00:00:00
53006360,Nuova Shenron,518,298,1,3,150,500,150,500,150,500,1,80,10,33,,13825,5,4320,1,,100636.0,,,,,,,,40,3,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1006360.0,,10,2.0,,2038-01-01 00:00:00
53006361,Nuova Shenron,518,298,1,4,150,500,150,500,150,500,21,100,10,40,,29466,5,6045,1,,100636.0,,,,,,,,40,3,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1006361.0,,10,2.0,,2038-01-01 00:00:00
53007780,Super Saiyan Goten (Kid),279,118,19,3,150,500,150,500,150,500,4,80,10,33,,13825,5,4320,3,,100778.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1007780.0,,10,1.0,,2038-01-01 00:00:00
53007781,Super Saiyan Goten (Kid),279,118,27,4,150,500,150,500,150,500,14,100,10,40,,29466,5,6045,3,,100778.0,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1007781.0,,10,1.0,,2038-01-01 00:00:00
53007980,Demon King Piccolo (Elder),262,165,40,4,150,500,150,500,150,500,20,100,10,40,,13825,15,4320,1,,100798.0,,,,,,,,50,5,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1007980.0,,10,2.0,,2038-01-01 00:00:00
53007981,Demon King Piccolo (Elder),262,165,40,4,150,500,150,500,150,500,20,120,10,41,,29466,15,6045,1,,100798.0,,,,,,,,50,5,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1007981.0,,10,2.0,,2038-01-01 00:00:00
53008340,Vegeta (Giant Ape),319,247,1,4,150,500,150,500,150,500,24,100,10,40,,29466,15,6045,1,,100768.0,,,,,,,,40,3,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,4008340.0,,10,2.0,,2038-01-01 00:00:00
53008341,Vegeta (Giant Ape),319,247,1,4,150,500,150,500,150,500,24,120,10,41,,29466,15,6045,1,,100768.0,,,,,,,,40,3,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,4008341.0,,10,2.0,,2038-01-01 00:00:00
53008510,Goku,618,3,18,3,150,500,150,500,150,500,3,80,10,33,,500,5,100,1,,100851.0,,,,,,,,50,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1008510.0,,10,1.0,,2038-01-01 00:00:00
53008511,Goku,618,3,26,4,150,500,150,500,150,500,13,100,10,40,,500,5,100,1,,100851.0,,,,,,,,50,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1008511.0,,10,1.0,,2038-01-01 00:00:00
53008600,Goku Black,621,305,1,4,150,500,150,500,150,500,0,60,10,23,,3386,5,2765,1,,100860.0,,,,,,,,50,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1008600.0,,10,2.0,,2038-01-01 00:00:00
53008601,Goku Black,621,305,1,4,150,500,150,500,150,500,20,80,10,30,,13402,5,4280,1,,100860.0,,,,,,,,50,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1008601.0,,10,2.0,,2038-01-01 00:00:00
53008610,Super Saiyan God SS Goku,239,86,1,4,150,500,150,500,150,500,13,100,10,33,,13825,15,4320,1,,100861.0,,,,,,,,50,3,0,0,140,12,1.0,1,1,336,769,4.0,2.0,,45.0,0,0,,1008610.0,,10,1.0,,2038-01-01 00:00:00
53008611,Super Saiyan God SS Goku,239,86,1,4,150,500,150,500,150,500,13,120,10,41,,29466,15,6045,1,,100861.0,,,,,,,,50,3,0,0,140,12,1.0,1,1,336,769,4.0,2.0,,45.0,0,0,,1008611.0,,10,1.0,,2038-01-01 00:00:00
53008640,Turles,298,156,36,4,150,500,150,500,150,500,23,100,10,33,,13825,15,4320,1,,100864.0,,,,,,,,50,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1008640.0,,10,2.0,,2038-01-01 00:00:00
53008641,Turles,298,156,36,4,150,500,150,500,150,500,23,120,10,41,,29466,15,6045,1,,100864.0,,,,,,,,50,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,1008641.0,,10,2.0,,2038-01-01 00:00:00
53008730,Golden Frieza,241,88,18,3,150,500,150,500,150,500,0,80,10,33,,500,5,100,1,,100873.0,,,,,,,,40,3,0,0,130,12,1.0,1,1,336,769,1.0,2.0,,45.0,0,0,,1008730.0,,10,2.0,,2038-01-01 00:00:00
53008731,Golden Frieza,241,88,26,4,150,500,150,500,150,500,20,100,10,40,,500,5,100,1,,100873.0,,,,,,,,40,3,0,0,130,12,1.0,1,1,336,769,1.0,2.0,,45.0,0,0,,1008731.0,,10,2.0,,2038-01-01 00:00:00
53009110,Cooler,283,141,1,4,150,500,150,500,150,500,22,100,10,40,,29466,15,6045,1,,100911.0,,,,,,,,45,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1009110.0,,10,2.0,,2038-01-01 00:00:00
53009111,Cooler,283,141,1,4,150,500,150,500,150,500,22,120,10,41,,29466,15,6045,1,,100911.0,,,,,,,,45,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,1009111.0,,10,2.0,,2038-01-01 00:00:00
