id,chain_battle_ranking_gift_set_id,item_id,item_type,quantity,card_exp_init,description,gift_description
6938,248,12,PotentialItem,125,0,TEQ Potential Orb (L) x125,Chain Battle Ranking Reward: Top 11-20%
6939,248,13,PotentialItem,125,0,INT Potential Orb (L) x125,Chain Battle Ranking Reward: Top 11-20%
6940,248,14,PotentialItem,125,0,STR Potential Orb (L) x125,Chain Battle Ranking Reward: Top 11-20%
6941,248,15,PotentialItem,125,0,PHY Potential Orb (L) x125,Chain Battle Ranking Reward: Top 11-20%
6942,248,6,PotentialItem,1250,0,AGL Potential Orb (M) x1250,Chain Battle Ranking Reward: Top 11-20%
6943,248,7,PotentialItem,1250,0,TEQ Potential Orb (M) x1250,Chain Battle Ranking Reward: Top 11-20%
6944,248,8,PotentialItem,1250,0,INT Potential Orb (M) x1250,Chain Battle Ranking Reward: Top 11-20%
6945,248,9,PotentialItem,1250,0,STR Potential Orb (M) x1250,Chain Battle Ranking Reward: Top 11-20%
6946,248,10,PotentialItem,1250,0,PHY Potential Orb (M) x1250,Chain Battle Ranking Reward: Top 11-20%
6947,248,1,PotentialItem,2250,0,AGL Potential Orb (S) x2250,Chain Battle Ranking Reward: Top 11-20%
6948,248,2,PotentialItem,2250,0,TEQ Potential Orb (S) x2250,Chain Battle Ranking Reward: Top 11-20%
6949,248,3,PotentialItem,2250,0,INT Potential Orb (S) x2250,Chain Battle Ranking Reward: Top 11-20%
6950,248,4,PotentialItem,2250,0,STR Potential Orb (S) x2250,Chain Battle Ranking Reward: Top 11-20%
6951,248,5,PotentialItem,2250,0,PHY Potential Orb (S) x2250,Chain Battle Ranking Reward: Top 11-20%
6952,248,1000,TrainingItem,5,0,Platinum Turtle Shell [AGL] x5,Chain Battle Ranking Reward: Top 11-20%
6953,248,1001,TrainingItem,5,0,Platinum Turtle Shell [TEQ] x5,Chain Battle Ranking Reward: Top 11-20%
6954,248,1002,TrainingItem,5,0,Platinum Turtle Shell [INT] x5,Chain Battle Ranking Reward: Top 11-20%
6955,248,1003,TrainingItem,5,0,Platinum Turtle Shell [STR] x5,Chain Battle Ranking Reward: Top 11-20%
6956,248,1004,TrainingItem,5,0,Platinum Turtle Shell [PHY] x5,Chain Battle Ranking Reward: Top 11-20%
6957,249,2002,TreasureItem,10,0,Emblem of Unity x10,Chain Battle Ranking Reward: Top 21-35%
6958,249,2001,TreasureItem,2000,0,Emblem of Cooperation x2000,Chain Battle Ranking Reward: Top 21-35%
6959,249,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,Chain Battle Ranking Reward: Top 21-35%
6960,249,1005480,Card,1,765122,Hercule Statue (Platinum) x1,Chain Battle Ranking Reward: Top 21-35%
6961,249,11,PotentialItem,100,0,AGL Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%
6962,249,12,PotentialItem,100,0,TEQ Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%
6963,249,13,PotentialItem,100,0,INT Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%
6964,249,14,PotentialItem,100,0,STR Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%
6965,249,15,PotentialItem,100,0,PHY Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%
6966,249,6,PotentialItem,1000,0,AGL Potential Orb (M) x1000,Chain Battle Ranking Reward: Top 21-35%
6967,249,7,PotentialItem,1000,0,TEQ Potential Orb (M) x1000,Chain Battle Ranking Reward: Top 21-35%
6968,249,8,PotentialItem,1000,0,INT Potential Orb (M) x1000,Chain Battle Ranking Reward: Top 21-35%
6969,249,9,PotentialItem,1000,0,STR Potential Orb (M) x1000,Chain Battle Ranking Reward: Top 21-35%
6970,249,10,PotentialItem,1000,0,PHY Potential Orb (M) x1000,Chain Battle Ranking Reward: Top 21-35%
6971,249,1,PotentialItem,1800,0,AGL Potential Orb (S) x1800,Chain Battle Ranking Reward: Top 21-35%
6972,249,2,PotentialItem,1800,0,TEQ Potential Orb (S) x1800,Chain Battle Ranking Reward: Top 21-35%
6973,249,3,PotentialItem,1800,0,INT Potential Orb (S) x1800,Chain Battle Ranking Reward: Top 21-35%
6974,249,4,PotentialItem,1800,0,STR Potential Orb (S) x1800,Chain Battle Ranking Reward: Top 21-35%
6975,249,5,PotentialItem,1800,0,PHY Potential Orb (S) x1800,Chain Battle Ranking Reward: Top 21-35%
6976,249,1000,TrainingItem,4,0,Platinum Turtle Shell [AGL] x4,Chain Battle Ranking Reward: Top 21-35%
6977,249,1001,TrainingItem,4,0,Platinum Turtle Shell [TEQ] x4,Chain Battle Ranking Reward: Top 21-35%
6978,249,1002,TrainingItem,4,0,Platinum Turtle Shell [INT] x4,Chain Battle Ranking Reward: Top 21-35%
6979,249,1003,TrainingItem,4,0,Platinum Turtle Shell [STR] x4,Chain Battle Ranking Reward: Top 21-35%
6980,249,1004,TrainingItem,4,0,Platinum Turtle Shell [PHY] x4,Chain Battle Ranking Reward: Top 21-35%
6981,250,2002,TreasureItem,10,0,Emblem of Unity x10,Chain Battle Ranking Reward: Top 36-50%
6982,250,2001,TreasureItem,1500,0,Emblem of Cooperation x1500,Chain Battle Ranking Reward: Top 36-50%
6983,250,1013400,Card,3,0,Elder Kai (Dozing) x3,Chain Battle Ranking Reward: Top 36-50%
6984,250,1002630,Card,1,765122,Hercule Statue (Gold) x1,Chain Battle Ranking Reward: Top 36-50%
6985,250,11,PotentialItem,75,0,AGL Potential Orb (L) x75,Chain Battle Ranking Reward: Top 36-50%
6986,250,12,PotentialItem,75,0,TEQ Potential Orb (L) x75,Chain Battle Ranking Reward: Top 36-50%
6987,250,13,PotentialItem,75,0,INT Potential Orb (L) x75,Chain Battle Ranking Reward: Top 36-50%
6988,250,14,PotentialItem,75,0,STR Potential Orb (L) x75,Chain Battle Ranking Reward: Top 36-50%
6989,250,15,PotentialItem,75,0,PHY Potential Orb (L) x75,Chain Battle Ranking Reward: Top 36-50%
6990,250,6,PotentialItem,750,0,AGL Potential Orb (M) x750,Chain Battle Ranking Reward: Top 36-50%
6991,250,7,PotentialItem,750,0,TEQ Potential Orb (M) x750,Chain Battle Ranking Reward: Top 36-50%
6992,250,8,PotentialItem,750,0,INT Potential Orb (M) x750,Chain Battle Ranking Reward: Top 36-50%
6993,250,9,PotentialItem,750,0,STR Potential Orb (M) x750,Chain Battle Ranking Reward: Top 36-50%
6994,250,10,PotentialItem,750,0,PHY Potential Orb (M) x750,Chain Battle Ranking Reward: Top 36-50%
6995,250,1,PotentialItem,1350,0,AGL Potential Orb (S) x1350,Chain Battle Ranking Reward: Top 36-50%
6996,250,2,PotentialItem,1350,0,TEQ Potential Orb (S) x1350,Chain Battle Ranking Reward: Top 36-50%
6997,250,3,PotentialItem,1350,0,INT Potential Orb (S) x1350,Chain Battle Ranking Reward: Top 36-50%
6998,250,4,PotentialItem,1350,0,STR Potential Orb (S) x1350,Chain Battle Ranking Reward: Top 36-50%
6999,250,5,PotentialItem,1350,0,PHY Potential Orb (S) x1350,Chain Battle Ranking Reward: Top 36-50%
7000,250,1000,TrainingItem,3,0,Platinum Turtle Shell [AGL] x3,Chain Battle Ranking Reward: Top 36-50%
7001,250,1001,TrainingItem,3,0,Platinum Turtle Shell [TEQ] x3,Chain Battle Ranking Reward: Top 36-50%
7002,250,1002,TrainingItem,3,0,Platinum Turtle Shell [INT] x3,Chain Battle Ranking Reward: Top 36-50%
7003,250,1003,TrainingItem,3,0,Platinum Turtle Shell [STR] x3,Chain Battle Ranking Reward: Top 36-50%
7004,250,1004,TrainingItem,3,0,Platinum Turtle Shell [PHY] x3,Chain Battle Ranking Reward: Top 36-50%
7005,251,2002,TreasureItem,5,0,Emblem of Unity x5,Chain Battle Ranking Reward: Top 51-75%
7006,251,2001,TreasureItem,1000,0,Emblem of Cooperation x1000,Chain Battle Ranking Reward: Top 51-75%
7007,251,1013400,Card,2,0,Elder Kai (Dozing) x2,Chain Battle Ranking Reward: Top 51-75%
7008,251,1002640,Card,1,93879,Hercule Statue (Silver) x1,Chain Battle Ranking Reward: Top 51-75%
7009,251,11,PotentialItem,50,0,AGL Potential Orb (L) x50,Chain Battle Ranking Reward: Top 51-75%
7010,251,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,Chain Battle Ranking Reward: Top 51-75%
7011,251,13,PotentialItem,50,0,INT Potential Orb (L) x50,Chain Battle Ranking Reward: Top 51-75%
7012,251,14,PotentialItem,50,0,STR Potential Orb (L) x50,Chain Battle Ranking Reward: Top 51-75%
7013,251,15,PotentialItem,50,0,PHY Potential Orb (L) x50,Chain Battle Ranking Reward: Top 51-75%
7014,251,6,PotentialItem,500,0,AGL Potential Orb (M) x500,Chain Battle Ranking Reward: Top 51-75%
7015,251,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,Chain Battle Ranking Reward: Top 51-75%
7016,251,8,PotentialItem,500,0,INT Potential Orb (M) x500,Chain Battle Ranking Reward: Top 51-75%
7017,251,9,PotentialItem,500,0,STR Potential Orb (M) x500,Chain Battle Ranking Reward: Top 51-75%
7018,251,10,PotentialItem,500,0,PHY Potential Orb (M) x500,Chain Battle Ranking Reward: Top 51-75%
7019,251,1,PotentialItem,900,0,AGL Potential Orb (S) x900,Chain Battle Ranking Reward: Top 51-75%
7020,251,2,PotentialItem,900,0,TEQ Potential Orb (S) x900,Chain Battle Ranking Reward: Top 51-75%
7021,251,3,PotentialItem,900,0,INT Potential Orb (S) x900,Chain Battle Ranking Reward: Top 51-75%
7022,251,4,PotentialItem,900,0,STR Potential Orb (S) x900,Chain Battle Ranking Reward: Top 51-75%
7023,251,5,PotentialItem,900,0,PHY Potential Orb (S) x900,Chain Battle Ranking Reward: Top 51-75%
7024,251,1000,TrainingItem,2,0,Platinum Turtle Shell [AGL] x2,Chain Battle Ranking Reward: Top 51-75%
7025,251,1001,TrainingItem,2,0,Platinum Turtle Shell [TEQ] x2,Chain Battle Ranking Reward: Top 51-75%
7026,251,1002,TrainingItem,2,0,Platinum Turtle Shell [INT] x2,Chain Battle Ranking Reward: Top 51-75%
7027,251,1003,TrainingItem,2,0,Platinum Turtle Shell [STR] x2,Chain Battle Ranking Reward: Top 51-75%
7028,251,1004,TrainingItem,2,0,Platinum Turtle Shell [PHY] x2,Chain Battle Ranking Reward: Top 51-75%
7029,252,2002,TreasureItem,5,0,Emblem of Unity x5,Chain Battle Ranking Reward: Top 76-100%
7030,252,2001,TreasureItem,500,0,Emblem of Cooperation x500,Chain Battle Ranking Reward: Top 76-100%
7031,252,1013400,Card,1,0,Elder Kai (Dozing) x1,Chain Battle Ranking Reward: Top 76-100%
7032,252,1002650,Card,1,11333,Hercule Statue (Bronze) x1,Chain Battle Ranking Reward: Top 76-100%
7033,252,11,PotentialItem,25,0,AGL Potential Orb (L) x25,Chain Battle Ranking Reward: Top 76-100%
7034,252,12,PotentialItem,25,0,TEQ Potential Orb (L) x25,Chain Battle Ranking Reward: Top 76-100%
7035,252,13,PotentialItem,25,0,INT Potential Orb (L) x25,Chain Battle Ranking Reward: Top 76-100%
7036,252,14,PotentialItem,25,0,STR Potential Orb (L) x25,Chain Battle Ranking Reward: Top 76-100%
7037,252,15,PotentialItem,25,0,PHY Potential Orb (L) x25,Chain Battle Ranking Reward: Top 76-100%
7038,252,6,PotentialItem,250,0,AGL Potential Orb (M) x250,Chain Battle Ranking Reward: Top 76-100%
7039,252,7,PotentialItem,250,0,TEQ Potential Orb (M) x250,Chain Battle Ranking Reward: Top 76-100%
7040,252,8,PotentialItem,250,0,INT Potential Orb (M) x250,Chain Battle Ranking Reward: Top 76-100%
7041,252,9,PotentialItem,250,0,STR Potential Orb (M) x250,Chain Battle Ranking Reward: Top 76-100%
7042,252,10,PotentialItem,250,0,PHY Potential Orb (M) x250,Chain Battle Ranking Reward: Top 76-100%
7043,252,1,PotentialItem,450,0,AGL Potential Orb (S) x450,Chain Battle Ranking Reward: Top 76-100%
7044,252,2,PotentialItem,450,0,TEQ Potential Orb (S) x450,Chain Battle Ranking Reward: Top 76-100%
7045,252,3,PotentialItem,450,0,INT Potential Orb (S) x450,Chain Battle Ranking Reward: Top 76-100%
7046,252,4,PotentialItem,450,0,STR Potential Orb (S) x450,Chain Battle Ranking Reward: Top 76-100%
7047,252,5,PotentialItem,450,0,PHY Potential Orb (S) x450,Chain Battle Ranking Reward: Top 76-100%
7048,252,1000,TrainingItem,1,0,Platinum Turtle Shell [AGL] x1,Chain Battle Ranking Reward: Top 76-100%
7049,252,1001,TrainingItem,1,0,Platinum Turtle Shell [TEQ] x1,Chain Battle Ranking Reward: Top 76-100%
7050,252,1002,TrainingItem,1,0,Platinum Turtle Shell [INT] x1,Chain Battle Ranking Reward: Top 76-100%
7051,252,1003,TrainingItem,1,0,Platinum Turtle Shell [STR] x1,Chain Battle Ranking Reward: Top 76-100%
7052,252,1004,TrainingItem,1,0,Platinum Turtle Shell [PHY] x1,Chain Battle Ranking Reward: Top 76-100%
7053,253,2002,TreasureItem,20,0,Emblem of Unity x20,Chain Battle Ranking Reward: Top 1%
7054,253,2001,TreasureItem,5000,0,Emblem of Cooperation x5000,Chain Battle Ranking Reward: Top 1%
7055,253,1,CardStickerItem,3,0,Special Sticker x3,Chain Battle Ranking Reward: Top 1%
7056,253,1003970,Card,10,0,[Mysterious Ritual] Elder Kai x10,Chain Battle Ranking Reward: Top 1%
7057,253,1011481,Card,3,1500000,Hercule Statue (Diamond) x3,Chain Battle Ranking Reward: Top 1%
7058,253,11,PotentialItem,250,0,AGL Potential Orb (L) x250,Chain Battle Ranking Reward: Top 1%
7059,253,12,PotentialItem,250,0,TEQ Potential Orb (L) x250,Chain Battle Ranking Reward: Top 1%
7060,253,13,PotentialItem,250,0,INT Potential Orb (L) x250,Chain Battle Ranking Reward: Top 1%
7061,253,14,PotentialItem,250,0,STR Potential Orb (L) x250,Chain Battle Ranking Reward: Top 1%
7062,253,15,PotentialItem,250,0,PHY Potential Orb (L) x250,Chain Battle Ranking Reward: Top 1%
7063,253,6,PotentialItem,2500,0,AGL Potential Orb (M) x2500,Chain Battle Ranking Reward: Top 1%
7064,253,7,PotentialItem,2500,0,TEQ Potential Orb (M) x2500,Chain Battle Ranking Reward: Top 1%
7065,253,8,PotentialItem,2500,0,INT Potential Orb (M) x2500,Chain Battle Ranking Reward: Top 1%
7066,253,9,PotentialItem,2500,0,STR Potential Orb (M) x2500,Chain Battle Ranking Reward: Top 1%
7067,253,10,PotentialItem,2500,0,PHY Potential Orb (M) x2500,Chain Battle Ranking Reward: Top 1%
7068,253,1,PotentialItem,4500,0,AGL Potential Orb (S) x4500,Chain Battle Ranking Reward: Top 1%
7069,253,2,PotentialItem,4500,0,TEQ Potential Orb (S) x4500,Chain Battle Ranking Reward: Top 1%
7070,253,3,PotentialItem,4500,0,INT Potential Orb (S) x4500,Chain Battle Ranking Reward: Top 1%
7071,253,4,PotentialItem,4500,0,STR Potential Orb (S) x4500,Chain Battle Ranking Reward: Top 1%
7072,253,5,PotentialItem,4500,0,PHY Potential Orb (S) x4500,Chain Battle Ranking Reward: Top 1%
7073,253,1000,TrainingItem,10,0,Platinum Turtle Shell [AGL] x10,Chain Battle Ranking Reward: Top 1%
7074,253,1001,TrainingItem,10,0,Platinum Turtle Shell [TEQ] x10,Chain Battle Ranking Reward: Top 1%
7075,253,1002,TrainingItem,10,0,Platinum Turtle Shell [INT] x10,Chain Battle Ranking Reward: Top 1%
7076,253,1003,TrainingItem,10,0,Platinum Turtle Shell [STR] x10,Chain Battle Ranking Reward: Top 1%
7077,253,1004,TrainingItem,10,0,Platinum Turtle Shell [PHY] x10,Chain Battle Ranking Reward: Top 1%
7078,254,2002,TreasureItem,20,0,Emblem of Unity x20,Chain Battle Ranking Reward: Top 2-3%
7079,254,2001,TreasureItem,4500,0,Emblem of Cooperation x4500,Chain Battle Ranking Reward: Top 2-3%
7080,254,1,CardStickerItem,2,0,Special Sticker x2,Chain Battle Ranking Reward: Top 2-3%
7081,254,1003970,Card,7,0,[Mysterious Ritual] Elder Kai x7,Chain Battle Ranking Reward: Top 2-3%
7082,254,1011481,Card,2,1500000,Hercule Statue (Diamond) x2,Chain Battle Ranking Reward: Top 2-3%
7083,254,11,PotentialItem,200,0,AGL Potential Orb (L) x200,Chain Battle Ranking Reward: Top 2-3%
7084,254,12,PotentialItem,200,0,TEQ Potential Orb (L) x200,Chain Battle Ranking Reward: Top 2-3%
7085,254,13,PotentialItem,200,0,INT Potential Orb (L) x200,Chain Battle Ranking Reward: Top 2-3%
7086,254,14,PotentialItem,200,0,STR Potential Orb (L) x200,Chain Battle Ranking Reward: Top 2-3%
7087,254,15,PotentialItem,200,0,PHY Potential Orb (L) x200,Chain Battle Ranking Reward: Top 2-3%
7088,254,6,PotentialItem,2000,0,AGL Potential Orb (M) x2000,Chain Battle Ranking Reward: Top 2-3%
7089,254,7,PotentialItem,2000,0,TEQ Potential Orb (M) x2000,Chain Battle Ranking Reward: Top 2-3%
7090,254,8,PotentialItem,2000,0,INT Potential Orb (M) x2000,Chain Battle Ranking Reward: Top 2-3%
7091,254,9,PotentialItem,2000,0,STR Potential Orb (M) x2000,Chain Battle Ranking Reward: Top 2-3%
7092,254,10,PotentialItem,2000,0,PHY Potential Orb (M) x2000,Chain Battle Ranking Reward: Top 2-3%
7093,254,1,PotentialItem,3600,0,AGL Potential Orb (S) x3600,Chain Battle Ranking Reward: Top 2-3%
7094,254,2,PotentialItem,3600,0,TEQ Potential Orb (S) x3600,Chain Battle Ranking Reward: Top 2-3%
7095,254,3,PotentialItem,3600,0,INT Potential Orb (S) x3600,Chain Battle Ranking Reward: Top 2-3%
7096,254,4,PotentialItem,3600,0,STR Potential Orb (S) x3600,Chain Battle Ranking Reward: Top 2-3%
7097,254,5,PotentialItem,3600,0,PHY Potential Orb (S) x3600,Chain Battle Ranking Reward: Top 2-3%
7098,254,1000,TrainingItem,8,0,Platinum Turtle Shell [AGL] x8,Chain Battle Ranking Reward: Top 2-3%
7099,254,1001,TrainingItem,8,0,Platinum Turtle Shell [TEQ] x8,Chain Battle Ranking Reward: Top 2-3%
7100,254,1002,TrainingItem,8,0,Platinum Turtle Shell [INT] x8,Chain Battle Ranking Reward: Top 2-3%
7101,254,1003,TrainingItem,8,0,Platinum Turtle Shell [STR] x8,Chain Battle Ranking Reward: Top 2-3%
7102,254,1004,TrainingItem,8,0,Platinum Turtle Shell [PHY] x8,Chain Battle Ranking Reward: Top 2-3%
7103,255,2002,TreasureItem,20,0,Emblem of Unity x20,Chain Battle Ranking Reward: Top 4-5%
7104,255,2001,TreasureItem,4000,0,Emblem of Cooperation x4000,Chain Battle Ranking Reward: Top 4-5%
7105,255,1,CardStickerItem,1,0,Special Sticker x1,Chain Battle Ranking Reward: Top 4-5%
7106,255,1003970,Card,5,0,[Mysterious Ritual] Elder Kai x5,Chain Battle Ranking Reward: Top 4-5%
7107,255,1011481,Card,1,1500000,Hercule Statue (Diamond) x1,Chain Battle Ranking Reward: Top 4-5%
7108,255,11,PotentialItem,175,0,AGL Potential Orb (L) x175,Chain Battle Ranking Reward: Top 4-5%
7109,255,12,PotentialItem,175,0,TEQ Potential Orb (L) x175,Chain Battle Ranking Reward: Top 4-5%
7110,255,13,PotentialItem,175,0,INT Potential Orb (L) x175,Chain Battle Ranking Reward: Top 4-5%
7111,255,14,PotentialItem,175,0,STR Potential Orb (L) x175,Chain Battle Ranking Reward: Top 4-5%
7112,255,15,PotentialItem,175,0,PHY Potential Orb (L) x175,Chain Battle Ranking Reward: Top 4-5%
7113,255,6,PotentialItem,1750,0,AGL Potential Orb (M) x1750,Chain Battle Ranking Reward: Top 4-5%
7114,255,7,PotentialItem,1750,0,TEQ Potential Orb (M) x1750,Chain Battle Ranking Reward: Top 4-5%
7115,255,8,PotentialItem,1750,0,INT Potential Orb (M) x1750,Chain Battle Ranking Reward: Top 4-5%
7116,255,9,PotentialItem,1750,0,STR Potential Orb (M) x1750,Chain Battle Ranking Reward: Top 4-5%
7117,255,10,PotentialItem,1750,0,PHY Potential Orb (M) x1750,Chain Battle Ranking Reward: Top 4-5%
7118,255,1,PotentialItem,3150,0,AGL Potential Orb (S) x3150,Chain Battle Ranking Reward: Top 4-5%
7119,255,2,PotentialItem,3150,0,TEQ Potential Orb (S) x3150,Chain Battle Ranking Reward: Top 4-5%
7120,255,3,PotentialItem,3150,0,INT Potential Orb (S) x3150,Chain Battle Ranking Reward: Top 4-5%
7121,255,4,PotentialItem,3150,0,STR Potential Orb (S) x3150,Chain Battle Ranking Reward: Top 4-5%
7122,255,5,PotentialItem,3150,0,PHY Potential Orb (S) x3150,Chain Battle Ranking Reward: Top 4-5%
7123,255,1000,TrainingItem,7,0,Platinum Turtle Shell [AGL] x7,Chain Battle Ranking Reward: Top 4-5%
7124,255,1001,TrainingItem,7,0,Platinum Turtle Shell [TEQ] x7,Chain Battle Ranking Reward: Top 4-5%
7125,255,1002,TrainingItem,7,0,Platinum Turtle Shell [INT] x7,Chain Battle Ranking Reward: Top 4-5%
7126,255,1003,TrainingItem,7,0,Platinum Turtle Shell [STR] x7,Chain Battle Ranking Reward: Top 4-5%
7127,255,1004,TrainingItem,7,0,Platinum Turtle Shell [PHY] x7,Chain Battle Ranking Reward: Top 4-5%
7128,256,2002,TreasureItem,20,0,Emblem of Unity x20,Chain Battle Ranking Reward: Top 6-10%
7129,256,2001,TreasureItem,3000,0,Emblem of Cooperation x3000,Chain Battle Ranking Reward: Top 6-10%
7130,256,1,CardStickerItem,1,0,Special Sticker x1,Chain Battle Ranking Reward: Top 6-10%
7131,256,1003970,Card,3,0,[Mysterious Ritual] Elder Kai x3,Chain Battle Ranking Reward: Top 6-10%
7132,256,1005480,Card,3,765122,Hercule Statue (Platinum) x3,Chain Battle Ranking Reward: Top 6-10%
7133,256,11,PotentialItem,150,0,AGL Potential Orb (L) x150,Chain Battle Ranking Reward: Top 6-10%
7134,256,12,PotentialItem,150,0,TEQ Potential Orb (L) x150,Chain Battle Ranking Reward: Top 6-10%
7135,256,13,PotentialItem,150,0,INT Potential Orb (L) x150,Chain Battle Ranking Reward: Top 6-10%
7136,256,14,PotentialItem,150,0,STR Potential Orb (L) x150,Chain Battle Ranking Reward: Top 6-10%
7137,256,15,PotentialItem,150,0,PHY Potential Orb (L) x150,Chain Battle Ranking Reward: Top 6-10%
7138,256,6,PotentialItem,1500,0,AGL Potential Orb (M) x1500,Chain Battle Ranking Reward: Top 6-10%
7139,256,7,PotentialItem,1500,0,TEQ Potential Orb (M) x1500,Chain Battle Ranking Reward: Top 6-10%
7140,256,8,PotentialItem,1500,0,INT Potential Orb (M) x1500,Chain Battle Ranking Reward: Top 6-10%
7141,256,9,PotentialItem,1500,0,STR Potential Orb (M) x1500,Chain Battle Ranking Reward: Top 6-10%
7142,256,10,PotentialItem,1500,0,PHY Potential Orb (M) x1500,Chain Battle Ranking Reward: Top 6-10%
7143,256,1,PotentialItem,2700,0,AGL Potential Orb (S) x2700,Chain Battle Ranking Reward: Top 6-10%
7144,256,2,PotentialItem,2700,0,TEQ Potential Orb (S) x2700,Chain Battle Ranking Reward: Top 6-10%
7145,256,3,PotentialItem,2700,0,INT Potential Orb (S) x2700,Chain Battle Ranking Reward: Top 6-10%
7146,256,4,PotentialItem,2700,0,STR Potential Orb (S) x2700,Chain Battle Ranking Reward: Top 6-10%
7147,256,5,PotentialItem,2700,0,PHY Potential Orb (S) x2700,Chain Battle Ranking Reward: Top 6-10%
7148,256,1000,TrainingItem,6,0,Platinum Turtle Shell [AGL] x6,Chain Battle Ranking Reward: Top 6-10%
7149,256,1001,TrainingItem,6,0,Platinum Turtle Shell [TEQ] x6,Chain Battle Ranking Reward: Top 6-10%
7150,256,1002,TrainingItem,6,0,Platinum Turtle Shell [INT] x6,Chain Battle Ranking Reward: Top 6-10%
7151,256,1003,TrainingItem,6,0,Platinum Turtle Shell [STR] x6,Chain Battle Ranking Reward: Top 6-10%
7152,256,1004,TrainingItem,6,0,Platinum Turtle Shell [PHY] x6,Chain Battle Ranking Reward: Top 6-10%
7153,257,2002,TreasureItem,15,0,Emblem of Unity x15,Chain Battle Ranking Reward: Top 11-20%
7154,257,2001,TreasureItem,2500,0,Emblem of Cooperation x2500,Chain Battle Ranking Reward: Top 11-20%
7155,257,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,Chain Battle Ranking Reward: Top 11-20%
7156,257,1005480,Card,2,765122,Hercule Statue (Platinum) x2,Chain Battle Ranking Reward: Top 11-20%
7157,257,11,PotentialItem,125,0,AGL Potential Orb (L) x125,Chain Battle Ranking Reward: Top 11-20%
7158,257,12,PotentialItem,125,0,TEQ Potential Orb (L) x125,Chain Battle Ranking Reward: Top 11-20%
7159,257,13,PotentialItem,125,0,INT Potential Orb (L) x125,Chain Battle Ranking Reward: Top 11-20%
7160,257,14,PotentialItem,125,0,STR Potential Orb (L) x125,Chain Battle Ranking Reward: Top 11-20%
7161,257,15,PotentialItem,125,0,PHY Potential Orb (L) x125,Chain Battle Ranking Reward: Top 11-20%
7162,257,6,PotentialItem,1250,0,AGL Potential Orb (M) x1250,Chain Battle Ranking Reward: Top 11-20%
7163,257,7,PotentialItem,1250,0,TEQ Potential Orb (M) x1250,Chain Battle Ranking Reward: Top 11-20%
7164,257,8,PotentialItem,1250,0,INT Potential Orb (M) x1250,Chain Battle Ranking Reward: Top 11-20%
7165,257,9,PotentialItem,1250,0,STR Potential Orb (M) x1250,Chain Battle Ranking Reward: Top 11-20%
7166,257,10,PotentialItem,1250,0,PHY Potential Orb (M) x1250,Chain Battle Ranking Reward: Top 11-20%
7167,257,1,PotentialItem,2250,0,AGL Potential Orb (S) x2250,Chain Battle Ranking Reward: Top 11-20%
7168,257,2,PotentialItem,2250,0,TEQ Potential Orb (S) x2250,Chain Battle Ranking Reward: Top 11-20%
7169,257,3,PotentialItem,2250,0,INT Potential Orb (S) x2250,Chain Battle Ranking Reward: Top 11-20%
7170,257,4,PotentialItem,2250,0,STR Potential Orb (S) x2250,Chain Battle Ranking Reward: Top 11-20%
7171,257,5,PotentialItem,2250,0,PHY Potential Orb (S) x2250,Chain Battle Ranking Reward: Top 11-20%
7172,257,1000,TrainingItem,5,0,Platinum Turtle Shell [AGL] x5,Chain Battle Ranking Reward: Top 11-20%
7173,257,1001,TrainingItem,5,0,Platinum Turtle Shell [TEQ] x5,Chain Battle Ranking Reward: Top 11-20%
7174,257,1002,TrainingItem,5,0,Platinum Turtle Shell [INT] x5,Chain Battle Ranking Reward: Top 11-20%
7175,257,1003,TrainingItem,5,0,Platinum Turtle Shell [STR] x5,Chain Battle Ranking Reward: Top 11-20%
7176,257,1004,TrainingItem,5,0,Platinum Turtle Shell [PHY] x5,Chain Battle Ranking Reward: Top 11-20%
7177,258,2002,TreasureItem,10,0,Emblem of Unity x10,Chain Battle Ranking Reward: Top 21-35%
7178,258,2001,TreasureItem,2000,0,Emblem of Cooperation x2000,Chain Battle Ranking Reward: Top 21-35%
7179,258,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,Chain Battle Ranking Reward: Top 21-35%
7180,258,1005480,Card,1,765122,Hercule Statue (Platinum) x1,Chain Battle Ranking Reward: Top 21-35%
7181,258,11,PotentialItem,100,0,AGL Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%
7182,258,12,PotentialItem,100,0,TEQ Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%
7183,258,13,PotentialItem,100,0,INT Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%
7184,258,14,PotentialItem,100,0,STR Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%
7185,258,15,PotentialItem,100,0,PHY Potential Orb (L) x100,Chain Battle Ranking Reward: Top 21-35%
