id,rmbattle_id,type,name,priority,target_value,conditions,is_attention
38017,38,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
38018,38,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
38019,38,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
38020,38,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
38021,38,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
38022,38,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
38023,38,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
39001,39,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
39002,39,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
39003,39,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
39004,39,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
39005,39,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
39006,39,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
39007,39,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
39008,39,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
39009,39,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
39010,39,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
39011,39,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
39012,39,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
39013,39,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
39014,39,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
39015,39,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
39016,39,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
39017,39,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
39018,39,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
39019,39,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
39020,39,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
39021,39,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
39022,39,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
39023,39,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
40001,40,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
40002,40,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
40003,40,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
40004,40,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
40005,40,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
40006,40,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
40007,40,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
40008,40,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
40009,40,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
40010,40,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
40011,40,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
40012,40,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
40013,40,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
40014,40,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
40015,40,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
40016,40,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
40017,40,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
40018,40,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
40019,40,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
40020,40,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
40021,40,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
40022,40,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
40023,40,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
41001,41,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
41002,41,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
41003,41,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
41004,41,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
41005,41,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
41006,41,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
41007,41,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
41008,41,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
41009,41,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
41010,41,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
41011,41,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
41012,41,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
41013,41,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
41014,41,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
41015,41,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
41016,41,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
41017,41,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
41018,41,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
41019,41,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
41020,41,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
41021,41,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
41022,41,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
41023,41,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
42001,42,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
42002,42,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
42003,42,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
42004,42,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
42005,42,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
42006,42,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
42007,42,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
42008,42,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
42009,42,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
42010,42,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
42011,42,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
42012,42,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
42013,42,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
42014,42,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,987,1,"{""level"":1}",0
42015,42,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,986,2,"{""level"":1}",0
42016,42,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,985,3,"{""level"":1}",0
42017,42,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,984,1,"{""level"":2}",0
42018,42,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,983,2,"{""level"":2}",0
42019,42,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,982,3,"{""level"":2}",0
42020,42,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,981,1,"{""level"":3}",0
42021,42,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,980,2,"{""level"":3}",0
42022,42,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,979,3,"{""level"":3}",0
43001,43,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
43002,43,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
43003,43,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
43004,43,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
43005,43,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
43006,43,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
43007,43,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
43008,43,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
43009,43,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
43010,43,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
43011,43,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
43012,43,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
43013,43,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
43014,43,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
43015,43,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
43016,43,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
43017,43,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
43018,43,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
43019,43,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
43020,43,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
43021,43,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
43022,43,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
43023,43,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
44001,44,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
44002,44,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
44003,44,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
44004,44,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
44005,44,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
44006,44,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
44007,44,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
44008,44,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
44009,44,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
44010,44,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
44011,44,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
44012,44,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
44013,44,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
44014,44,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
44015,44,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
44016,44,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
44017,44,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
44018,44,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
44019,44,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
44020,44,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
44021,44,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
44022,44,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
44023,44,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
45001,45,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
45002,45,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
45003,45,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
45004,45,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
45005,45,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
45006,45,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
45007,45,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
45008,45,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
45009,45,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
45010,45,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
45011,45,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
45012,45,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
45013,45,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
45014,45,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
45015,45,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
45016,45,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
45017,45,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
45018,45,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
45019,45,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
45020,45,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
45021,45,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
45022,45,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
45023,45,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
46001,46,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
46002,46,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
46003,46,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
46004,46,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
46005,46,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
46006,46,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
46007,46,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
46008,46,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
46009,46,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
46010,46,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
46011,46,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
46012,46,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
46013,46,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
46014,46,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
46015,46,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
46016,46,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
46017,46,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
46018,46,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
46019,46,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
46020,46,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
46021,46,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
46022,46,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
46023,46,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
47001,47,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
47002,47,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
47003,47,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
47004,47,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
47005,47,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
47006,47,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
47007,47,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
47008,47,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
47009,47,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
47010,47,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
47011,47,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
47012,47,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
47013,47,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
47014,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,987,1,"{""level"":1}",0
47015,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,986,2,"{""level"":1}",0
47016,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,985,3,"{""level"":1}",0
47017,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,984,1,"{""level"":2}",0
47018,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,983,2,"{""level"":2}",0
47019,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,982,3,"{""level"":2}",0
47020,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,981,1,"{""level"":3}",0
47021,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,980,2,"{""level"":3}",0
47022,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,979,3,"{""level"":3}",0
47023,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 4.,978,1,"{""level"":4}",0
47024,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 4 for 2 times.,977,2,"{""level"":4}",0
47025,47,RMBattleMission::LevelClearMission::CountMission,Clear Level 4 for 3 times.,976,3,"{""level"":4}",0
48001,48,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
48002,48,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
48003,48,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
48004,48,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
48005,48,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
48006,48,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
48007,48,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
48008,48,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
48009,48,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
48010,48,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
48011,48,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
48012,48,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
48013,48,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
48014,48,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
48015,48,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
48016,48,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
48017,48,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
48018,48,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
48019,48,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
48020,48,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
48021,48,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
48022,48,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
48023,48,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
49001,49,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
49002,49,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
49003,49,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
49004,49,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
49005,49,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
49006,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
49007,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
49008,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
49009,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
49010,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
49011,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
49012,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
49013,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
49014,49,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
49015,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
49016,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
49017,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
49018,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
49019,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
49020,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
49021,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
49022,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
49023,49,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,978,3,"{""level"":3}",0
50001,50,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,1000,1,{},1
50002,50,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,999,1,{},1
50003,50,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,998,2,{},1
50004,50,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,997,3,{},1
50005,50,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,996,1,{},0
50006,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,995,2,{},0
50007,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,994,3,{},0
50008,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,993,4,{},0
50009,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,992,5,{},0
50010,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,991,6,{},0
50011,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,990,7,{},0
50012,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,989,8,{},0
50013,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,988,9,{},0
50014,50,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,987,10,{},0
50015,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,986,1,"{""level"":1}",0
50016,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,985,2,"{""level"":1}",0
50017,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,984,3,"{""level"":1}",0
50018,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,983,1,"{""level"":2}",0
50019,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,982,2,"{""level"":2}",0
50020,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,981,3,"{""level"":2}",0
50021,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,980,1,"{""level"":3}",0
50022,50,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,979,2,"{""level"":3}",0
