id,chain_battle_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description
2368,609,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
2369,609,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
2370,610,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
2371,610,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2372,610,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2373,610,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2374,610,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2375,610,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2376,611,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
2377,611,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2378,611,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2379,611,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2380,611,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2381,611,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2382,612,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
2383,612,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
2384,612,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2385,612,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2386,612,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2387,612,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2388,612,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2389,613,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
2390,614,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
2391,615,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
2392,615,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
2393,616,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
2394,616,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
2395,616,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
2396,617,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
2397,618,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
2398,619,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
2399,620,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
2400,621,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
2401,622,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
2402,623,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
2403,624,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
2404,624,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
2405,625,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
2406,625,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
2407,625,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
2408,626,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
2409,626,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
2410,626,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
2411,627,2001,TreasureItem,80,0,Emblem of Cooperation x80,"Deal 10 million or more damage 
in a single battle."
2412,628,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 20 million or more damage 
in a single battle."
2413,629,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 30 million or more damage 
in a single battle."
2414,629,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
2415,629,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
2416,630,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
2417,630,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2418,630,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2419,630,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2420,630,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2421,630,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2422,631,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
2423,631,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2424,631,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2425,631,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2426,631,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2427,631,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2428,632,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
2429,632,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
2430,632,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2431,632,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2432,632,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2433,632,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2434,632,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2435,633,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
2436,634,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
2437,635,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
2438,635,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
2439,636,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
2440,636,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
2441,636,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
2442,637,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
2443,638,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
2444,639,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
2445,640,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
2446,641,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
2447,642,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
2448,643,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
2449,644,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
2450,644,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
2451,645,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
2452,645,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
2453,645,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
2454,646,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
2455,646,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
2456,646,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
2457,647,2001,TreasureItem,80,0,Emblem of Cooperation x80,"Deal 10 million or more damage 
in a single battle."
2458,648,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 20 million or more damage 
in a single battle."
2459,649,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 30 million or more damage 
in a single battle."
2460,649,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
2461,649,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
2462,650,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
2463,650,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2464,650,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2465,650,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2466,650,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2467,650,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2468,651,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
2469,651,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2470,651,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2471,651,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2472,651,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2473,651,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2474,652,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
2475,652,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
2476,652,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2477,652,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2478,652,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2479,652,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2480,652,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2481,653,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
2482,654,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
2483,655,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
2484,655,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
2485,656,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
2486,656,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
2487,656,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
2488,657,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
2489,658,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
2490,659,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
2491,660,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
2492,661,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
2493,662,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
2494,663,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
2495,664,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
2496,664,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
2497,665,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
2498,665,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
2499,665,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
2500,666,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
2501,666,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
2502,666,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
2503,667,2001,TreasureItem,80,0,Emblem of Cooperation x80,"Deal 10 million or more damage 
in a single battle."
2504,668,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 20 million or more damage 
in a single battle."
2505,669,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 30 million or more damage 
in a single battle."
2506,669,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
2507,669,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
2508,670,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
2509,670,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2510,670,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2511,670,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2512,670,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2513,670,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2514,671,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
2515,671,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2516,671,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2517,671,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2518,671,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2519,671,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2520,672,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
2521,672,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
2522,672,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2523,672,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2524,672,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2525,672,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2526,672,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2527,673,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
2528,674,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
2529,675,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
2530,675,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
2531,676,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
2532,676,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
2533,676,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
2534,677,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
2535,678,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
2536,679,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
2537,680,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
2538,681,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
2539,682,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
2540,683,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
2541,684,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
2542,684,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
2543,685,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
2544,685,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
2545,685,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
2546,686,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
2547,686,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
2548,686,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
2549,687,2001,TreasureItem,80,0,Emblem of Cooperation x80,"Deal 10 million or more damage 
in a single battle."
2550,688,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 20 million or more damage 
in a single battle."
2551,689,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 30 million or more damage 
in a single battle."
2552,689,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
2553,689,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
2554,690,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
2555,690,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2556,690,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2557,690,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2558,690,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2559,690,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2560,691,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
2561,691,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2562,691,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2563,691,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2564,691,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2565,691,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2566,692,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
2567,692,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
2568,692,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2569,692,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2570,692,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2571,692,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2572,692,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2573,693,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
2574,694,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
2575,695,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
2576,695,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
2577,696,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
2578,696,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
2579,696,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
2580,697,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
2581,698,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
2582,699,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
2583,700,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
2584,701,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
2585,702,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
2586,703,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
2587,704,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
2588,704,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
2589,705,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
2590,705,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
2591,705,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
2592,706,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
2593,706,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
2594,706,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
2595,707,2001,TreasureItem,80,0,Emblem of Cooperation x80,"Deal 10 million or more damage 
in a single battle."
2596,708,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 20 million or more damage 
in a single battle."
2597,709,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 30 million or more damage 
in a single battle."
2598,709,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
2599,709,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
2600,710,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
2601,710,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2602,710,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2603,710,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2604,710,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2605,710,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2606,711,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
2607,711,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2608,711,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2609,711,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2610,711,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2611,711,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2612,712,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
2613,712,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
2614,712,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2615,712,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2616,712,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2617,712,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2618,712,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2619,713,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
2620,714,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
2621,715,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
2622,715,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
2623,716,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
2624,716,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
2625,716,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
2626,717,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
2627,718,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
2628,719,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
2629,720,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
2630,721,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
2631,722,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
2632,723,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
