id,z_battle_first_reward_set_id,item_id,item_type,quantity,card_exp_init
107019,107003,14,PotentialItem,20,0
107020,107004,11,Point::Stone,3,0
107021,107004,101604,AwakeningItem,5,0
107022,107004,4,PotentialItem,430,0
107023,107004,9,PotentialItem,240,0
107024,107004,14,PotentialItem,20,0
107025,107004,1012260,Card,2,0
107026,107005,11,Point::Stone,3,0
107027,107005,101604,AwakeningItem,5,0
107028,107005,4,PotentialItem,430,0
107029,107005,9,PotentialItem,240,0
107030,107005,14,PotentialItem,20,0
107031,107006,11,Point::Stone,3,0
107032,107006,101604,AwakeningItem,5,0
107033,107006,4,PotentialItem,430,0
107034,107006,9,PotentialItem,240,0
107035,107006,14,PotentialItem,20,0
107036,107007,11,Point::Stone,3,0
107037,107007,101604,AwakeningItem,5,0
107038,107007,4,PotentialItem,430,0
107039,107007,9,PotentialItem,240,0
107040,107007,14,PotentialItem,20,0
107041,107008,11,Point::Stone,3,0
107042,107008,101604,AwakeningItem,5,0
107043,107008,4,PotentialItem,430,0
107044,107008,9,PotentialItem,240,0
107045,107008,14,PotentialItem,20,0
107046,107009,11,Point::Stone,3,0
107047,107009,101604,AwakeningItem,5,0
107048,107009,4,PotentialItem,430,0
107049,107009,9,PotentialItem,240,0
107050,107009,14,PotentialItem,20,0
107051,107009,1012260,Card,3,0
107052,107010,1005480,Card,1,765122
108000,108000,11,Point::Stone,3,0
108001,108000,101614,AwakeningItem,3,0
108002,108000,2,PotentialItem,430,0
108003,108000,7,PotentialItem,240,0
108004,108000,12,PotentialItem,20,0
108005,108001,11,Point::Stone,3,0
108006,108001,101614,AwakeningItem,3,0
108007,108001,2,PotentialItem,430,0
108008,108001,7,PotentialItem,240,0
108009,108001,12,PotentialItem,20,0
108010,108002,11,Point::Stone,3,0
108011,108002,101614,AwakeningItem,4,0
108012,108002,2,PotentialItem,430,0
108013,108002,7,PotentialItem,240,0
108014,108002,12,PotentialItem,20,0
108015,108003,11,Point::Stone,3,0
108016,108003,101614,AwakeningItem,5,0
108017,108003,2,PotentialItem,430,0
108018,108003,7,PotentialItem,240,0
108019,108003,12,PotentialItem,20,0
108020,108004,11,Point::Stone,3,0
108021,108004,101614,AwakeningItem,5,0
108022,108004,2,PotentialItem,430,0
108023,108004,7,PotentialItem,240,0
108024,108004,12,PotentialItem,20,0
108025,108004,1012240,Card,2,0
108026,108005,11,Point::Stone,3,0
108027,108005,101614,AwakeningItem,5,0
108028,108005,2,PotentialItem,430,0
108029,108005,7,PotentialItem,240,0
108030,108005,12,PotentialItem,20,0
108031,108006,11,Point::Stone,3,0
108032,108006,101614,AwakeningItem,5,0
108033,108006,2,PotentialItem,430,0
108034,108006,7,PotentialItem,240,0
108035,108006,12,PotentialItem,20,0
108036,108007,11,Point::Stone,3,0
108037,108007,101614,AwakeningItem,5,0
108038,108007,2,PotentialItem,430,0
108039,108007,7,PotentialItem,240,0
108040,108007,12,PotentialItem,20,0
108041,108008,11,Point::Stone,3,0
108042,108008,101614,AwakeningItem,5,0
108043,108008,2,PotentialItem,430,0
108044,108008,7,PotentialItem,240,0
108045,108008,12,PotentialItem,20,0
108046,108009,11,Point::Stone,3,0
108047,108009,101614,AwakeningItem,5,0
108048,108009,2,PotentialItem,430,0
108049,108009,7,PotentialItem,240,0
108050,108009,12,PotentialItem,20,0
108051,108009,1012240,Card,3,0
108052,108010,1005480,Card,1,765122
109000,109000,11,Point::Stone,3,0
109001,109000,101624,AwakeningItem,3,0
109002,109000,4,PotentialItem,430,0
109003,109000,9,PotentialItem,240,0
109004,109000,14,PotentialItem,20,0
109005,109001,11,Point::Stone,3,0
109006,109001,101624,AwakeningItem,3,0
109007,109001,4,PotentialItem,430,0
109008,109001,9,PotentialItem,240,0
109009,109001,14,PotentialItem,20,0
109010,109002,11,Point::Stone,3,0
109011,109002,101624,AwakeningItem,4,0
109012,109002,4,PotentialItem,430,0
109013,109002,9,PotentialItem,240,0
109014,109002,14,PotentialItem,20,0
109015,109003,11,Point::Stone,3,0
109016,109003,101624,AwakeningItem,5,0
109017,109003,4,PotentialItem,430,0
109018,109003,9,PotentialItem,240,0
109019,109003,14,PotentialItem,20,0
109020,109004,11,Point::Stone,3,0
109021,109004,101624,AwakeningItem,5,0
109022,109004,4,PotentialItem,430,0
109023,109004,9,PotentialItem,240,0
109024,109004,14,PotentialItem,20,0
109025,109004,1012260,Card,2,0
109026,109005,11,Point::Stone,3,0
109027,109005,101624,AwakeningItem,5,0
109028,109005,4,PotentialItem,430,0
109029,109005,9,PotentialItem,240,0
109030,109005,14,PotentialItem,20,0
109031,109006,11,Point::Stone,3,0
109032,109006,101624,AwakeningItem,5,0
109033,109006,4,PotentialItem,430,0
109034,109006,9,PotentialItem,240,0
109035,109006,14,PotentialItem,20,0
109036,109007,11,Point::Stone,3,0
109037,109007,101624,AwakeningItem,5,0
109038,109007,4,PotentialItem,430,0
109039,109007,9,PotentialItem,240,0
109040,109007,14,PotentialItem,20,0
109041,109008,11,Point::Stone,3,0
109042,109008,101624,AwakeningItem,5,0
109043,109008,4,PotentialItem,430,0
109044,109008,9,PotentialItem,240,0
109045,109008,14,PotentialItem,20,0
109046,109009,11,Point::Stone,3,0
109047,109009,101624,AwakeningItem,5,0
109048,109009,4,PotentialItem,430,0
109049,109009,9,PotentialItem,240,0
109050,109009,14,PotentialItem,20,0
109051,109009,1012260,Card,3,0
109052,109010,1005480,Card,1,765122
110000,110000,11,Point::Stone,1,0
110001,110000,101631,AwakeningItem,1,0
110002,110000,5,PotentialItem,370,0
110003,110001,11,Point::Stone,1,0
110004,110001,101631,AwakeningItem,1,0
110005,110001,10,PotentialItem,270,0
110006,110002,11,Point::Stone,1,0
110007,110002,101631,AwakeningItem,1,0
110008,110002,15,PotentialItem,20,0
110009,110003,11,Point::Stone,1,0
110010,110003,101631,AwakeningItem,1,0
110011,110003,5,PotentialItem,370,0
110012,110004,11,Point::Stone,1,0
110013,110004,101631,AwakeningItem,1,0
110014,110004,10,PotentialItem,270,0
110015,110004,1012270,Card,1,0
110016,110005,11,Point::Stone,1,0
110017,110005,101631,AwakeningItem,1,0
110018,110005,15,PotentialItem,20,0
110019,110006,11,Point::Stone,1,0
110020,110006,101631,AwakeningItem,2,0
110021,110006,5,PotentialItem,370,0
110022,110007,11,Point::Stone,1,0
110023,110007,101631,AwakeningItem,2,0
110024,110007,10,PotentialItem,270,0
110025,110008,11,Point::Stone,1,0
110026,110008,101631,AwakeningItem,2,0
110027,110008,15,PotentialItem,20,0
110028,110009,11,Point::Stone,1,0
110029,110009,101631,AwakeningItem,3,0
110030,110009,5,PotentialItem,370,0
110031,110009,10,PotentialItem,270,0
110032,110009,15,PotentialItem,20,0
110033,110009,1012270,Card,1,0
110034,110010,11,Point::Stone,1,0
110035,110010,101632,AwakeningItem,1,0
110036,110010,5,PotentialItem,430,0
110037,110011,11,Point::Stone,1,0
110038,110011,101632,AwakeningItem,1,0
110039,110011,10,PotentialItem,330,0
110040,110012,11,Point::Stone,1,0
110041,110012,101632,AwakeningItem,2,0
110042,110012,15,PotentialItem,30,0
110043,110013,11,Point::Stone,1,0
110044,110013,101632,AwakeningItem,2,0
110045,110013,5,PotentialItem,430,0
110046,110014,11,Point::Stone,1,0
110047,110014,101632,AwakeningItem,4,0
110048,110014,10,PotentialItem,330,0
110049,110014,1012270,Card,2,0
110050,110015,11,Point::Stone,1,0
110051,110015,101632,AwakeningItem,4,0
110052,110015,15,PotentialItem,30,0
110053,110016,11,Point::Stone,1,0
110054,110016,101632,AwakeningItem,5,0
110055,110016,5,PotentialItem,430,0
110056,110017,11,Point::Stone,1,0
110057,110017,101632,AwakeningItem,6,0
110058,110017,10,PotentialItem,330,0
110059,110018,11,Point::Stone,1,0
110060,110018,101632,AwakeningItem,7,0
110061,110018,15,PotentialItem,30,0
110062,110019,11,Point::Stone,1,0
110063,110019,101632,AwakeningItem,8,0
110064,110019,5,PotentialItem,430,0
110065,110019,10,PotentialItem,330,0
110066,110019,15,PotentialItem,30,0
110067,110019,1012270,Card,2,0
110068,110020,11,Point::Stone,1,0
110069,110020,101633,AwakeningItem,4,0
110070,110020,5,PotentialItem,500,0
110071,110021,11,Point::Stone,1,0
110072,110021,101633,AwakeningItem,5,0
110073,110021,10,PotentialItem,400,0
110074,110022,11,Point::Stone,1,0
110075,110022,101633,AwakeningItem,6,0
110076,110022,15,PotentialItem,40,0
110077,110023,11,Point::Stone,1,0
110078,110023,101633,AwakeningItem,7,0
110079,110023,5,PotentialItem,500,0
110080,110024,11,Point::Stone,1,0
110081,110024,101633,AwakeningItem,8,0
110082,110024,10,PotentialItem,400,0
110083,110024,1012270,Card,2,0
110084,110025,11,Point::Stone,1,0
110085,110025,101634,AwakeningItem,4,0
110086,110025,15,PotentialItem,40,0
110087,110026,11,Point::Stone,1,0
110088,110026,101634,AwakeningItem,5,0
110089,110026,5,PotentialItem,500,0
110090,110027,11,Point::Stone,1,0
110091,110027,101634,AwakeningItem,6,0
110092,110027,10,PotentialItem,400,0
110093,110028,11,Point::Stone,1,0
110094,110028,101634,AwakeningItem,7,0
110095,110028,15,PotentialItem,40,0
110096,110029,11,Point::Stone,1,0
110097,110029,101634,AwakeningItem,8,0
110098,110029,5,PotentialItem,500,0
110099,110029,10,PotentialItem,400,0
110100,110029,15,PotentialItem,40,0
110101,110029,1012270,Card,3,0
110102,110030,1005480,Card,1,765122
111000,111000,11,Point::Stone,3,0
111001,111000,101644,AwakeningItem,3,0
111002,111000,1,PotentialItem,430,0
111003,111000,6,PotentialItem,240,0
111004,111000,11,PotentialItem,20,0
111005,111001,11,Point::Stone,3,0
111006,111001,101644,AwakeningItem,3,0
111007,111001,1,PotentialItem,430,0
111008,111001,6,PotentialItem,240,0
111009,111001,11,PotentialItem,20,0
111010,111002,11,Point::Stone,3,0
111011,111002,101644,AwakeningItem,4,0
111012,111002,1,PotentialItem,430,0
111013,111002,6,PotentialItem,240,0
111014,111002,11,PotentialItem,20,0
111015,111003,11,Point::Stone,3,0
111016,111003,101644,AwakeningItem,5,0
111017,111003,1,PotentialItem,430,0
111018,111003,6,PotentialItem,240,0
111019,111003,11,PotentialItem,20,0
111020,111004,11,Point::Stone,3,0
111021,111004,101644,AwakeningItem,5,0
111022,111004,1,PotentialItem,430,0
111023,111004,6,PotentialItem,240,0
111024,111004,11,PotentialItem,20,0
111025,111004,1012230,Card,2,0
111026,111005,11,Point::Stone,3,0
111027,111005,101644,AwakeningItem,5,0
111028,111005,1,PotentialItem,430,0
111029,111005,6,PotentialItem,240,0
111030,111005,11,PotentialItem,20,0
111031,111006,11,Point::Stone,3,0
111032,111006,101644,AwakeningItem,5,0
111033,111006,1,PotentialItem,430,0
111034,111006,6,PotentialItem,240,0
111035,111006,11,PotentialItem,20,0
111036,111007,11,Point::Stone,3,0
111037,111007,101644,AwakeningItem,5,0
111038,111007,1,PotentialItem,430,0
111039,111007,6,PotentialItem,240,0
111040,111007,11,PotentialItem,20,0
111041,111008,11,Point::Stone,3,0
111042,111008,101644,AwakeningItem,5,0
111043,111008,1,PotentialItem,430,0
111044,111008,6,PotentialItem,240,0
111045,111008,11,PotentialItem,20,0
111046,111009,11,Point::Stone,3,0
111047,111009,101644,AwakeningItem,5,0
111048,111009,1,PotentialItem,430,0
111049,111009,6,PotentialItem,240,0
111050,111009,11,PotentialItem,20,0
111051,111009,1012230,Card,3,0
111052,111010,1005480,Card,1,765122
112000,112000,11,Point::Stone,1,0
112001,112000,101651,AwakeningItem,1,0
112002,112000,5,PotentialItem,370,0
112003,112001,11,Point::Stone,1,0
112004,112001,101651,AwakeningItem,1,0
112005,112001,10,PotentialItem,270,0
112006,112002,11,Point::Stone,1,0
112007,112002,101651,AwakeningItem,1,0
112008,112002,15,PotentialItem,20,0
112009,112003,11,Point::Stone,1,0
112010,112003,101651,AwakeningItem,1,0
112011,112003,5,PotentialItem,370,0
112012,112004,11,Point::Stone,1,0
112013,112004,101651,AwakeningItem,1,0
112014,112004,10,PotentialItem,270,0
112015,112004,1012270,Card,1,0
112016,112005,11,Point::Stone,1,0
112017,112005,101651,AwakeningItem,1,0
112018,112005,15,PotentialItem,20,0
112019,112006,11,Point::Stone,1,0
112020,112006,101651,AwakeningItem,2,0
112021,112006,5,PotentialItem,370,0
112022,112007,11,Point::Stone,1,0
112023,112007,101651,AwakeningItem,2,0
112024,112007,10,PotentialItem,270,0
112025,112008,11,Point::Stone,1,0
112026,112008,101651,AwakeningItem,2,0
112027,112008,15,PotentialItem,20,0
112028,112009,11,Point::Stone,1,0
112029,112009,101651,AwakeningItem,3,0
112030,112009,5,PotentialItem,370,0
112031,112009,10,PotentialItem,270,0
112032,112009,15,PotentialItem,20,0
112033,112009,1012270,Card,1,0
112034,112010,11,Point::Stone,1,0
112035,112010,101652,AwakeningItem,1,0
112036,112010,5,PotentialItem,430,0
112037,112011,11,Point::Stone,1,0
112038,112011,101652,AwakeningItem,1,0
112039,112011,10,PotentialItem,330,0
112040,112012,11,Point::Stone,1,0
112041,112012,101652,AwakeningItem,2,0
112042,112012,15,PotentialItem,30,0
112043,112013,11,Point::Stone,1,0
112044,112013,101652,AwakeningItem,2,0
112045,112013,5,PotentialItem,430,0
112046,112014,11,Point::Stone,1,0
112047,112014,101652,AwakeningItem,4,0
112048,112014,10,PotentialItem,330,0
112049,112014,1012270,Card,2,0
112050,112015,11,Point::Stone,1,0
112051,112015,101652,AwakeningItem,4,0
112052,112015,15,PotentialItem,30,0
112053,112016,11,Point::Stone,1,0
112054,112016,101652,AwakeningItem,5,0
112055,112016,5,PotentialItem,430,0
112056,112017,11,Point::Stone,1,0
112057,112017,101652,AwakeningItem,6,0
112058,112017,10,PotentialItem,330,0
112059,112018,11,Point::Stone,1,0
112060,112018,101652,AwakeningItem,7,0
112061,112018,15,PotentialItem,30,0
112062,112019,11,Point::Stone,1,0
112063,112019,101652,AwakeningItem,8,0
112064,112019,5,PotentialItem,430,0
112065,112019,10,PotentialItem,330,0
112066,112019,15,PotentialItem,30,0
112067,112019,1012270,Card,2,0
112068,112020,11,Point::Stone,1,0
112069,112020,101653,AwakeningItem,4,0
112070,112020,5,PotentialItem,500,0
112071,112021,11,Point::Stone,1,0
112072,112021,101653,AwakeningItem,5,0
112073,112021,10,PotentialItem,400,0
112074,112022,11,Point::Stone,1,0
112075,112022,101653,AwakeningItem,6,0
112076,112022,15,PotentialItem,40,0
112077,112023,11,Point::Stone,1,0
112078,112023,101653,AwakeningItem,7,0
112079,112023,5,PotentialItem,500,0
112080,112024,11,Point::Stone,1,0
112081,112024,101653,AwakeningItem,8,0
112082,112024,10,PotentialItem,400,0
112083,112024,1012270,Card,2,0
112084,112025,11,Point::Stone,1,0
112085,112025,101654,AwakeningItem,4,0
112086,112025,15,PotentialItem,40,0
112087,112026,11,Point::Stone,1,0
112088,112026,101654,AwakeningItem,5,0
112089,112026,5,PotentialItem,500,0
112090,112027,11,Point::Stone,1,0
112091,112027,101654,AwakeningItem,6,0
112092,112027,10,PotentialItem,400,0
112093,112028,11,Point::Stone,1,0
112094,112028,101654,AwakeningItem,7,0
112095,112028,15,PotentialItem,40,0
112096,112029,11,Point::Stone,1,0
112097,112029,101654,AwakeningItem,8,0
112098,112029,5,PotentialItem,500,0
112099,112029,10,PotentialItem,400,0
112100,112029,15,PotentialItem,40,0
112101,112029,1012270,Card,3,0
112102,112030,1005480,Card,1,765122
113000,113000,11,Point::Stone,3,0
113001,113000,101664,AwakeningItem,3,0
113002,113000,2,PotentialItem,430,0
113003,113000,7,PotentialItem,240,0
113004,113000,12,PotentialItem,20,0
113005,113001,11,Point::Stone,3,0
113006,113001,101664,AwakeningItem,3,0
113007,113001,2,PotentialItem,430,0
113008,113001,7,PotentialItem,240,0
113009,113001,12,PotentialItem,20,0
113010,113002,11,Point::Stone,3,0
113011,113002,101664,AwakeningItem,4,0
113012,113002,2,PotentialItem,430,0
113013,113002,7,PotentialItem,240,0
113014,113002,12,PotentialItem,20,0
113015,113003,11,Point::Stone,3,0
113016,113003,101664,AwakeningItem,5,0
113017,113003,2,PotentialItem,430,0
113018,113003,7,PotentialItem,240,0
113019,113003,12,PotentialItem,20,0
113020,113004,11,Point::Stone,3,0
113021,113004,101664,AwakeningItem,5,0
113022,113004,2,PotentialItem,430,0
113023,113004,7,PotentialItem,240,0
113024,113004,12,PotentialItem,20,0
113025,113004,1012240,Card,2,0
113026,113005,11,Point::Stone,3,0
113027,113005,101664,AwakeningItem,5,0
113028,113005,2,PotentialItem,430,0
113029,113005,7,PotentialItem,240,0
113030,113005,12,PotentialItem,20,0
113031,113006,11,Point::Stone,3,0
113032,113006,101664,AwakeningItem,5,0
113033,113006,2,PotentialItem,430,0
113034,113006,7,PotentialItem,240,0
113035,113006,12,PotentialItem,20,0
113036,113007,11,Point::Stone,3,0
113037,113007,101664,AwakeningItem,5,0
113038,113007,2,PotentialItem,430,0
113039,113007,7,PotentialItem,240,0
113040,113007,12,PotentialItem,20,0
113041,113008,11,Point::Stone,3,0
113042,113008,101664,AwakeningItem,5,0
113043,113008,2,PotentialItem,430,0
113044,113008,7,PotentialItem,240,0
113045,113008,12,PotentialItem,20,0
113046,113009,11,Point::Stone,3,0
113047,113009,101664,AwakeningItem,5,0
113048,113009,2,PotentialItem,430,0
113049,113009,7,PotentialItem,240,0
113050,113009,12,PotentialItem,20,0
113051,113009,1012240,Card,3,0
113052,113010,1005480,Card,1,765122
114000,114000,11,Point::Stone,1,0
114001,114000,101671,AwakeningItem,1,0
114002,114000,5,PotentialItem,370,0
114003,114001,11,Point::Stone,1,0
114004,114001,101671,AwakeningItem,1,0
114005,114001,10,PotentialItem,270,0
114006,114002,11,Point::Stone,1,0
114007,114002,101671,AwakeningItem,1,0
114008,114002,15,PotentialItem,20,0
114009,114003,11,Point::Stone,1,0
114010,114003,101671,AwakeningItem,1,0
114011,114003,5,PotentialItem,370,0
114012,114004,11,Point::Stone,1,0
114013,114004,101671,AwakeningItem,1,0
114014,114004,10,PotentialItem,270,0
114015,114004,1012270,Card,1,0
114016,114005,11,Point::Stone,1,0
114017,114005,101671,AwakeningItem,1,0
114018,114005,15,PotentialItem,20,0
114019,114006,11,Point::Stone,1,0
114020,114006,101671,AwakeningItem,2,0
114021,114006,5,PotentialItem,370,0
114022,114007,11,Point::Stone,1,0
114023,114007,101671,AwakeningItem,2,0
114024,114007,10,PotentialItem,270,0
114025,114008,11,Point::Stone,1,0
114026,114008,101671,AwakeningItem,2,0
114027,114008,15,PotentialItem,20,0
114028,114009,11,Point::Stone,1,0
114029,114009,101671,AwakeningItem,3,0
114030,114009,5,PotentialItem,370,0
114031,114009,10,PotentialItem,270,0
114032,114009,15,PotentialItem,20,0
114033,114009,1012270,Card,1,0
114034,114010,11,Point::Stone,1,0
114035,114010,101672,AwakeningItem,1,0
114036,114010,5,PotentialItem,430,0
114037,114011,11,Point::Stone,1,0
114038,114011,101672,AwakeningItem,1,0
114039,114011,10,PotentialItem,330,0
114040,114012,11,Point::Stone,1,0
114041,114012,101672,AwakeningItem,2,0
114042,114012,15,PotentialItem,30,0
114043,114013,11,Point::Stone,1,0
114044,114013,101672,AwakeningItem,2,0
114045,114013,5,PotentialItem,430,0
114046,114014,11,Point::Stone,1,0
114047,114014,101672,AwakeningItem,4,0
114048,114014,10,PotentialItem,330,0
114049,114014,1012270,Card,2,0
114050,114015,11,Point::Stone,1,0
114051,114015,101672,AwakeningItem,4,0
114052,114015,15,PotentialItem,30,0
114053,114016,11,Point::Stone,1,0
114054,114016,101672,AwakeningItem,5,0
114055,114016,5,PotentialItem,430,0
114056,114017,11,Point::Stone,1,0
114057,114017,101672,AwakeningItem,6,0
114058,114017,10,PotentialItem,330,0
114059,114018,11,Point::Stone,1,0
114060,114018,101672,AwakeningItem,7,0
114061,114018,15,PotentialItem,30,0
114062,114019,11,Point::Stone,1,0
114063,114019,101672,AwakeningItem,8,0
114064,114019,5,PotentialItem,430,0
114065,114019,10,PotentialItem,330,0
114066,114019,15,PotentialItem,30,0
114067,114019,1012270,Card,2,0
114068,114020,11,Point::Stone,1,0
114069,114020,101673,AwakeningItem,4,0
114070,114020,5,PotentialItem,500,0
114071,114021,11,Point::Stone,1,0
114072,114021,101673,AwakeningItem,5,0
114073,114021,10,PotentialItem,400,0
114074,114022,11,Point::Stone,1,0
114075,114022,101673,AwakeningItem,6,0
114076,114022,15,PotentialItem,40,0
114077,114023,11,Point::Stone,1,0
114078,114023,101673,AwakeningItem,7,0
114079,114023,5,PotentialItem,500,0
114080,114024,11,Point::Stone,1,0
114081,114024,101673,AwakeningItem,8,0
114082,114024,10,PotentialItem,400,0
114083,114024,1012270,Card,2,0
114084,114025,11,Point::Stone,1,0
114085,114025,101674,AwakeningItem,4,0
114086,114025,15,PotentialItem,40,0
114087,114026,11,Point::Stone,1,0
114088,114026,101674,AwakeningItem,5,0
114089,114026,5,PotentialItem,500,0
114090,114027,11,Point::Stone,1,0
114091,114027,101674,AwakeningItem,6,0
114092,114027,10,PotentialItem,400,0
114093,114028,11,Point::Stone,1,0
114094,114028,101674,AwakeningItem,7,0
114095,114028,15,PotentialItem,40,0
114096,114029,11,Point::Stone,1,0
114097,114029,101674,AwakeningItem,8,0
114098,114029,5,PotentialItem,500,0
114099,114029,10,PotentialItem,400,0
114100,114029,15,PotentialItem,40,0
114101,114029,1012270,Card,3,0
114102,114030,1005480,Card,1,765122
115000,115000,11,Point::Stone,1,0
115001,115000,101681,AwakeningItem,1,0
115002,115000,101691,AwakeningItem,1,0
115003,115000,101701,AwakeningItem,1,0
115004,115000,3,PotentialItem,155,0
115005,115000,4,PotentialItem,155,0
115006,115000,5,PotentialItem,155,0
115007,115001,11,Point::Stone,1,0
115008,115001,101681,AwakeningItem,1,0
115009,115001,101691,AwakeningItem,1,0
115010,115001,101701,AwakeningItem,1,0
115011,115001,3,PotentialItem,155,0
115012,115001,4,PotentialItem,155,0
115013,115001,5,PotentialItem,155,0
115014,115002,11,Point::Stone,1,0
115015,115002,101681,AwakeningItem,1,0
115016,115002,101691,AwakeningItem,1,0
115017,115002,101701,AwakeningItem,1,0
115018,115002,3,PotentialItem,155,0
115019,115002,4,PotentialItem,155,0
115020,115002,5,PotentialItem,155,0
115021,115003,11,Point::Stone,1,0
115022,115003,101681,AwakeningItem,1,0
115023,115003,101691,AwakeningItem,1,0
115024,115003,101701,AwakeningItem,1,0
115025,115003,3,PotentialItem,155,0
115026,115003,4,PotentialItem,155,0
115027,115003,5,PotentialItem,155,0
115028,115004,11,Point::Stone,1,0
115029,115004,101681,AwakeningItem,1,0
115030,115004,101691,AwakeningItem,1,0
115031,115004,101701,AwakeningItem,1,0
115032,115004,3,PotentialItem,155,0
115033,115004,4,PotentialItem,155,0
115034,115004,5,PotentialItem,155,0
115035,115005,11,Point::Stone,1,0
115036,115005,101681,AwakeningItem,1,0
115037,115005,101691,AwakeningItem,1,0
115038,115005,101701,AwakeningItem,1,0
115039,115005,3,PotentialItem,155,0
115040,115005,4,PotentialItem,155,0
115041,115005,5,PotentialItem,155,0
115042,115006,11,Point::Stone,1,0
115043,115006,101681,AwakeningItem,2,0
115044,115006,101691,AwakeningItem,2,0
115045,115006,101701,AwakeningItem,2,0
115046,115006,3,PotentialItem,155,0
115047,115006,4,PotentialItem,155,0
115048,115006,5,PotentialItem,155,0
115049,115007,11,Point::Stone,1,0
115050,115007,101681,AwakeningItem,2,0
115051,115007,101691,AwakeningItem,2,0
115052,115007,101701,AwakeningItem,2,0
115053,115007,3,PotentialItem,155,0
115054,115007,4,PotentialItem,155,0
115055,115007,5,PotentialItem,155,0
115056,115008,11,Point::Stone,1,0
115057,115008,101681,AwakeningItem,2,0
115058,115008,101691,AwakeningItem,2,0
115059,115008,101701,AwakeningItem,2,0
115060,115008,3,PotentialItem,155,0
115061,115008,4,PotentialItem,155,0
115062,115008,5,PotentialItem,155,0
115063,115009,11,Point::Stone,1,0
115064,115009,101681,AwakeningItem,3,0
115065,115009,101691,AwakeningItem,3,0
115066,115009,101701,AwakeningItem,3,0
115067,115009,3,PotentialItem,155,0
115068,115009,4,PotentialItem,155,0
115069,115009,5,PotentialItem,155,0
115070,115009,1012270,Card,2,0
115071,115010,11,Point::Stone,1,0
115072,115010,101682,AwakeningItem,1,0
115073,115010,101692,AwakeningItem,1,0
115074,115010,101702,AwakeningItem,1,0
115075,115010,8,PotentialItem,100,0
115076,115010,9,PotentialItem,100,0
115077,115010,10,PotentialItem,100,0
115078,115011,11,Point::Stone,1,0
115079,115011,101682,AwakeningItem,1,0
115080,115011,101692,AwakeningItem,1,0
115081,115011,101702,AwakeningItem,1,0
115082,115011,8,PotentialItem,100,0
115083,115011,9,PotentialItem,100,0
115084,115011,10,PotentialItem,100,0
115085,115012,11,Point::Stone,1,0
115086,115012,101682,AwakeningItem,2,0
115087,115012,101692,AwakeningItem,2,0
115088,115012,101702,AwakeningItem,2,0
115089,115012,8,PotentialItem,100,0
115090,115012,9,PotentialItem,100,0
115091,115012,10,PotentialItem,100,0
115092,115013,11,Point::Stone,1,0
115093,115013,101682,AwakeningItem,2,0
115094,115013,101692,AwakeningItem,2,0
115095,115013,101702,AwakeningItem,2,0
115096,115013,8,PotentialItem,100,0
115097,115013,9,PotentialItem,100,0
115098,115013,10,PotentialItem,100,0
115099,115014,11,Point::Stone,1,0
115100,115014,101682,AwakeningItem,4,0
115101,115014,101692,AwakeningItem,4,0
115102,115014,101702,AwakeningItem,4,0
115103,115014,8,PotentialItem,100,0
115104,115014,9,PotentialItem,100,0
115105,115014,10,PotentialItem,100,0
115106,115014,1012250,Card,2,0
115107,115015,11,Point::Stone,1,0
115108,115015,101682,AwakeningItem,4,0
115109,115015,101692,AwakeningItem,4,0
115110,115015,101702,AwakeningItem,4,0
115111,115015,8,PotentialItem,100,0
115112,115015,9,PotentialItem,100,0
115113,115015,10,PotentialItem,100,0
115114,115016,11,Point::Stone,1,0
115115,115016,101682,AwakeningItem,5,0
115116,115016,101692,AwakeningItem,5,0
115117,115016,101702,AwakeningItem,5,0
115118,115016,8,PotentialItem,100,0
115119,115016,9,PotentialItem,100,0
115120,115016,10,PotentialItem,100,0
115121,115017,11,Point::Stone,1,0
115122,115017,101682,AwakeningItem,6,0
115123,115017,101692,AwakeningItem,6,0
115124,115017,101702,AwakeningItem,6,0
115125,115017,8,PotentialItem,100,0
115126,115017,9,PotentialItem,100,0
115127,115017,10,PotentialItem,100,0
115128,115018,11,Point::Stone,1,0
115129,115018,101682,AwakeningItem,7,0
115130,115018,101692,AwakeningItem,7,0
115131,115018,101702,AwakeningItem,7,0
115132,115018,8,PotentialItem,100,0
115133,115018,9,PotentialItem,100,0
115134,115018,10,PotentialItem,100,0
115135,115019,11,Point::Stone,1,0
115136,115019,101682,AwakeningItem,8,0
115137,115019,101692,AwakeningItem,8,0
115138,115019,101702,AwakeningItem,8,0
115139,115019,8,PotentialItem,100,0
115140,115019,9,PotentialItem,100,0
115141,115019,10,PotentialItem,100,0
115142,115019,1012260,Card,2,0
115143,115020,11,Point::Stone,1,0
115144,115020,101683,AwakeningItem,4,0
115145,115020,101693,AwakeningItem,4,0
115146,115020,101703,AwakeningItem,4,0
115147,115020,13,PotentialItem,10,0
115148,115020,14,PotentialItem,10,0
115149,115020,15,PotentialItem,10,0
115150,115021,11,Point::Stone,1,0
115151,115021,101683,AwakeningItem,5,0
115152,115021,101693,AwakeningItem,5,0
115153,115021,101703,AwakeningItem,5,0
115154,115021,13,PotentialItem,10,0
115155,115021,14,PotentialItem,10,0
115156,115021,15,PotentialItem,10,0
115157,115022,11,Point::Stone,1,0
115158,115022,101683,AwakeningItem,6,0
115159,115022,101693,AwakeningItem,6,0
115160,115022,101703,AwakeningItem,6,0
115161,115022,13,PotentialItem,10,0
