id,name,description
902157,TARGET,None
902174,TARGET,None
902179,TARGET,None
902214,TARGET,None
902225,TARGET,None
902277,Soaring Flying Nimbus,None
902290,Strategy to Overcome Crisis,None
902291,Challenging the Powerful Warrior,None
999999,Tutorial Exclusive,None
1003211,Mystery Super Technique,"AGL Type Ki +3 and HP, ATK & DEF +70%"
1003311,Heartless Destruction,"All Types Ki +3 and HP & DEF +50%, 
raises ATK by up to 80% (the more HP 
remaining, the greater the ATK boost)"
1003761,Ceaseless Terror,"All Types Ki +2 and HP, ATK & DEF +50%"
1003801,Super Warrior of Destruction,"STR Type Ki +3 and HP, ATK & DEF +70%"
1004251,Emperor's Devotion,"PHY Type Ki +3 and HP, ATK & DEF +70%"
1004391,"Farewell, Proud Warrior","All Types Ki +3 and HP, ATK & DEF +60%"
1004651,Surpassing All,"TEQ Type Ki +3 and HP, ATK & DEF +70%"
1004881,Umpire of Annihilation,"TEQ, INT & STR Type Ki +3 and HP, ATK & DEF +50%"
1005001,Uncontrollable Instinct,"AGL Type Ki +2 and HP, ATK & DEF +70%"
1005031,Clutching Victory,"All Types Ki +2 and HP, ATK & DEF +50%"
1005051,Netherworld Demon,"INT Type Ki +3 and 
HP, ATK & DEF +90%"
1005281,The Supreme Warrior,"All Types Ki +3 and HP, ATK & DEF +77%"
1005301,Devastating Punishment,"TEQ Type Ki +3 and HP, ATK & DEF +90%"
1005311,Guide to the New Beyond,"AGL, INT & PHY Types 
Ki +3 and HP, ATK & DEF +80%"
1005321,Imprinted Discipline,"AGL, TEQ & STR Types 
Ki +3 and HP, ATK & DEF +80%"
1005391,Soaring New-Generation,"All Types Ki +3 and HP, ATK & DEF +40%"
1005401,Future-Carving Power,"All Types Ki +3 and HP, ATK & DEF +40%"
1005541,Leaping Ever Higher,"All Types Ki +3 and HP, ATK & DEF +40%"
1005551,Reclaim the Summit,"All Types Ki +3 and HP, ATK & DEF +40%"
1005581,A True Master's Dignity,"All Types Ki +3 and HP, ATK & DEF +40%"
1005661,Struggle Beyond All Expectations,"AGL Type Ki +3 and HP, ATK & DEF +100%"
1005671,Glorious Battle,"PHY Type Ki +3 and HP, ATK & DEF +100%"
1005731,Warrior's True Value,"STR Type Ki +3 and 
HP, ATK & DEF +90%"
1005741,Power to Decimate,"All Types Ki +3 and 
HP, ATK & DEF +40%"
1005751,Powers Combined,"All Types Ki +3 and HP, ATK & DEF +60%"
1005801,Hell-Forged Warrior,"INT and PHY Type 
Ki +3 and HP, ATK & DEF +90%"
1006211,Grim Reaper of Justice's Rampage,"TEQ Type Ki +4 and HP, ATK & DEF +100%"
1006331,Agent of Destruction,"PHY Type Ki +3 and HP, ATK & DEF +100%"
1006661,Last-Second Gambit,"All Types Ki +3 and HP, ATK & DEF +60%"
1006671,Hero's Return,"All Types Ki +3 and 
HP, ATK & DEF +40%"
1006691,Exceptional Potential,"AGL Type Ki +2 and 
HP, ATK & DEF +70%"
1006701,Ultimate Power Surge,"INT Type Ki +3 and HP, ATK & DEF +70%"
1006741,Technique vs. Strength,"All Types Ki +3 and HP, ATK & DEF +60%"
1006771,Gifted Warrior's Exaltation,"AGL, INT & PHY Type HP, ATK & DEF +80%"
1006791,Unparalleled Golden Ki,"AGL Type Ki +4 and HP, ATK & DEF +100%"
1007101,Expanding Possibility,Enemies' ATK & DEF -40%
1007121,Majin on the Loose,"All Types Ki +3 and HP, ATK & DEF +60%"
1007141,Burning Soul,"All Types Ki +3 and HP, ATK & DEF +60%"
1007142,Burning Soul,"All Types Ki +3 and HP, ATK & DEF +70%"
1007181,The Ultimate Android,"Extreme AGL Type Ki +3 and HP, ATK & DEF +130%; 
Super AGL Type Ki +3 and HP, ATK & DEF +90%"
1007191,Heroic Victory Declaration,"STR Type Ki +2 and HP, ATK & DEF +70%"
1007391,Fire of Vengeance,"TEQ Type Ki +3 and HP, ATK & DEF +120%"
1007461,Eternal Horror,"PHY Type Ki +4 and HP, ATK & DEF +100%"
1007471,Everlasting Legend,"Super Class Ki +4 and HP, ATK & DEF +90%; 
or Extreme Class Ki +3 and HP, ATK & DEF +70%"
1007611,Whirlwind Strike,"All Types Ki +3 and HP, ATK & DEF +50%"
1007681,Power for the Death-Match,"All Types Ki +3 and HP, ATK & DEF +70%"
1007741,Blazing Fusion Warrior,"TEQ Type Ki +3 and HP, ATK & DEF +100%"
1007971,Fearful World Domination,"TEQ, INT & STR Types 
Ki +3 and HP, ATK & DEF +70%"
1007972,Fearful World Domination,"TEQ, INT & STR Types 
Ki +3 and HP, ATK & DEF +80%"
1007981,Terrifying Plot,"All Types Ki +3 and HP, ATK & DEF +60%"
1007982,Terrifying Plot,"All Types Ki +3 and HP, ATK & DEF +70%"
1008071,Clever Tactics,"STR and PHY Type Ki +3 and HP, ATK & DEF +90%"
1008081,Game-Reversing Technique,"AGL, TEQ & PHY Types 
Ki +3 and HP, ATK & DEF +70%"
1008082,Game-Reversing Technique,"AGL, TEQ & PHY Types 
Ki +3 and HP, ATK & DEF +80%"
1008091,Countdown to Despair,"INT Type Ki +4 and HP, ATK & DEF +100%"
1008131,Raging Dash,"TEQ Type Ki +2 and HP, ATK & DEF +70%"
1008421,True Value of the Potara,"All Types Ki +3 and HP, ATK & DEF +80%"
1008431,Fusion Fighter's Attack,"All Types Ki +3 and HP, ATK & DEF +80%"
1008531,Protector of Hope,"TEQ Type Ki +3 and HP, ATK & DEF +100%"
1008541,Blast of Fury,"All Types Ki +3 and HP, ATK & DEF +60%"
1008551,Stunning Power,"TEQ, STR and PHY Type 
Ki +3 and HP, ATK & DEF +80%"
1008561,Long-awaited Serious Duel,"All Types Ki +3 and HP, ATK & DEF +40%"
1008571,Proof of Tough Trainings,"""Super Saiyans"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or AGL, TEQ and STR Type 
Ki +2 and HP, ATK & DEF +30%"
1008572,Proof of Tough Trainings,"""Super Saiyans"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or AGL, TEQ and STR Type 
Ki +3 and HP, ATK & DEF +40%"
1008581,Shattering Strike,"All Types Ki +3 and HP, ATK & DEF +40%"
1008611,The Paramount Saiyan,"All Types Ki +3 and HP, ATK & DEF +80%"
1008621,Cyan Juggernaut,TEQ Type ATK +35% per TEQ Ki Sphere obtained
1008631,Next-Level Strike,"AGL Type Ki +3 and HP, ATK & DEF +120%"
1008711,Hopeless Minus Energy,"STR Type Ki +4 and HP, ATK & DEF +100%"
1008741,Proof of Resurrection,"AGL Type ATK +35% 
per AGL Ki Sphere obtained"
1008751,Golden Malice,"TEQ, INT & STR Types 
Ki +3 and HP, ATK & DEF +80%"
1008801,Limitless Energy,"All Types Ki +4 and HP, ATK & DEF +80%"
1008821,Welcome to Hell,"STR Type Ki +3 and HP, ATK & DEF +120%"
1008851,Dark Menace,"PHY Type Ki +3 and HP, ATK & DEF +120%"
1008871,Humanity's Hope,"All Types Ki +3 and HP, ATK & DEF +60%"
1008891,Heading for a Showdown,"""Kamehameha"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or TEQ Type Ki +3 and HP, ATK & DEF +30%"
1008892,Heading for a Showdown,"""Kamehameha"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or TEQ Type Ki +3 and HP, ATK & DEF +50%"
1008921,Miraculous Kamehameha,"AGL, INT and STR Type 
Ki +2 and HP, ATK & DEF +70%"
1008931,Unyielding Kamehameha,"All Types Ki +2 and HP, ATK & DEF +50%"
1008941,Furious Kamehameha,ATK & DEF +15% per Ki Sphere obtained
1009091,Open the Gates of Hell,"Extreme PHY Type Ki +3 and HP, ATK & DEF +130%; 
Super PHY Type Ki +3 and HP, ATK & DEF +90%"
1009101,Heinous Attack,"AGL, TEQ & PHY Types 
Ki +3 and HP, ATK & DEF +80%"
1009111,Almighty Cleave,"AGL & INT Type 
Ki +2 and HP, ATK & DEF +50%"
1009112,Almighty Cleave,"All Types Ki +2 and HP, ATK & DEF +50%"
1009231,Budding Heart,"All Types Ki +3, HP +150% and ATK & DEF +90%"
1009241,Beyond Destiny,"TEQ Type Ki +3 and HP, ATK & DEF +100%"
1009251,Energetic Fighter,"INT Type Ki +3 and HP, ATK & DEF +100%"
1009261,Proud Bloodline,"AGL Type Ki +3 and HP, ATK & DEF +100%"
1009331,Azure Omnipotence,"Super Class Ki +4 and HP, ATK & DEF +80%"
1009351,Rose Stained Super Saiyan,"Extreme Class Ki +4 and HP, ATK & DEF +80%"
1009381,Reign of Terror,"Extreme Class Ki +4 and HP, ATK & DEF +90%; 
or Super Class Ki +3 and HP, ATK & DEF +70%"
1009431,Ultimate Super Saiyan,"Super STR Type Ki +3 and HP, ATK & DEF +130%; 
Extreme STR Type Ki +3 and HP, ATK & DEF +90%"
1009501,Striking in Harmony,"""Kamehameha"" Category 
Ki +3 and HP, ATK & DEF +100%; or 
all Types Ki +3 and HP, ATK & DEF +77%"
1009511,God of Defiance,"All Types Ki +3 and HP, ATK & DEF +60%"
1009581,Blade of Hope and Dreams,"Super Class Ki +3 and HP, ATK & DEF +100%"
1009591,Passion of the Warrior Race,"INT Type Ki +3 and HP, ATK & DEF +120%"
1009631,The Ultimate Fighting Squadron,"All Types Ki +3 and HP, ATK & DEF +120%"
1009641,Transcendent Majin,"Extreme INT Type 
Ki +3 and HP, ATK & DEF +130%; 
Super INT Type Ki +3 and HP, ATK & DEF +90%"
1009701,A Will Beyond Time,"All Types Ki +3 and HP, ATK & DEF +70%"
1009711,Bonds Beyond Time,"All Types Ki +2 and HP, ATK & DEF +90%"
1009721,Determined to Evolve,"All Types Ki +3 and HP, ATK & DEF +80%"
1009731,Ascending to Godhood,"PHY Type ATK +35% 
per PHY Ki Sphere obtained"
1009741,New Realms of Saiyan Power,"All Types Ki +3 and HP, ATK & DEF +80%"
1009771,Convergent Fury,"All Types Ki +3 and HP, ATK & DEF +60%"
1009781,Confident of Victory,"All Types Ki +3 and HP, ATK & DEF +60%"
1009791,Wrath of the Absolute God,"Extreme Class Ki +3 and HP, ATK & DEF +100%"
1009831,Unparalleled Super Saiyan,"Super AGL Type Ki +3 and HP, ATK & DEF +130%; 
Extreme AGL Type Ki +3 and HP, ATK & DEF +90%"
1009861,Devastating Fusion Power,"All Types Ki +3 and HP, ATK & DEF +77%"
1009891,Everything At Stake,"AGL, TEQ & PHY Type 
Ki +3 and HP, ATK & DEF +80%"
1009901,Silent Executioner,"TEQ, INT & STR Type 
Ki +3 and HP, ATK & DEF +80%"
1009911,Scorching Duel,"TEQ Type Ki +3 and HP, ATK & DEF +100%"
1009921,Superheated Super Power,"All Types Ki +3 and HP, ATK & DEF +70%"
1009931,Steely Hatred,"All Types Ki +3 and HP, ATK & DEF +70%"
1009941,"Total Might, Full Power","TEQ, INT & STR Types 
Ki +3 and HP, ATK & DEF +70%"
1009942,"Total Might, Full Power","TEQ, INT & STR Types 
Ki +3 and HP, ATK & DEF +80%"
1009951,Battle of Epic Proportions,"STR & TEQ Types 
Ki +3 and HP, ATK & DEF +70%"
1009952,Battle of Epic Proportions,"STR & TEQ Types 
Ki +3 and HP, ATK & DEF +90%"
1009961,Birth of a Hero,"INT & STR Types 
Ki +3 and HP, ATK & DEF +80%"
1009962,Birth of a Hero,"INT & STR Types 
Ki +3 and HP, ATK & DEF +90%"
1009971,Thrill of the Fight,"Recovers 1800 HP per Ki Sphere of 
character's Type obtained"
1009972,Thrill of the Fight,"Recovers 2000 HP per Ki Sphere of 
character's Type obtained"
1009981,Absolute Suppression,"All Types Ki +3 and HP, ATK & DEF +60%"
1009982,Absolute Suppression,"All Types Ki +3 and HP, ATK & DEF +70%"
1010031,Lone Guardian,"All Types Ki +3 and HP, ATK & DEF +60%"
1010032,Lone Guardian,"All Types Ki +3 and HP, ATK & DEF +70%"
1010071,Full-Tilt Kamehameha,"INT Type Ki +4 and HP, ATK & DEF +120%"
1010161,Beyond the Ferocious Flash,"AGL Type Ki +4 and HP, ATK & DEF +120%"
1010251,Burgeoning Strength,"STR & PHY Types 
Ki +3 and HP, ATK & DEF +50%"
1010252,Burgeoning Strength,"STR & PHY Types 
Ki +3 and HP, ATK & DEF +70%"
1010261,Astounding Transformation,"Super TEQ Type 
Ki +3 and HP, ATK & DEF +130%; 
Extreme TEQ Type 
Ki +3 and HP, ATK & DEF +90%"
1010271,Returning from the Otherworld,"TEQ & PHY Types 
Ki +3 and HP, ATK & DEF +90%"
1010291,Dark Intentions,"All Types Ki +3 and HP, ATK & DEF +80%"
1010301,Furious Charge,"AGL & TEQ Types 
Ki +3 and HP, ATK & DEF +90%"
1010311,Courage in the Heat of Battle,"All Types Ki +3 and HP, ATK & DEF +80%"
1010321,Chance of a Super Evolution,"All Types Ki +3 and HP, ATK & DEF +80%"
1010331,Searching for a Sweetheart,"AGL and PHY Type 
Ki +3 and HP, ATK & DEF +90%"
1010361,Courage Awakened,"""Dragon Ball Seekers"" Category 
Ki +2 and HP, ATK & DEF +60%; or 
INT Type Ki +2 and HP, ATK & DEF +30%"
1010362,Courage Awakened,"""Dragon Ball Seekers"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
INT Type Ki +2 and HP, ATK & DEF +30%"
1010441,Indestructible Saiyan Evil,"STR Type Ki +4 and HP, ATK & DEF +120%"
1010481,Concentrated Power,"TEQ, INT & STR Types 
Ki +3 and HP, ATK & DEF +50%"
1010491,Breathless Struggle,"TEQ, INT & STR Types 
Ki +3 and HP, ATK & DEF +50%"
1010561,Ruled by Bloodlust,"AGL & INT Types 
Ki +3 and HP, ATK & DEF +90%"
1010571,The Hope of the Universe,"AGL & STR Types 
Ki +3 and HP, ATK & DEF +90%"
1010581,Trustworthy Rival,"INT & PHY Types 
Ki +3 and HP, ATK & DEF +90%"
1010711,Training and Discovery,"AGL, TEQ & INT Types 
Ki +3 and HP, ATK & DEF +70%"
1010712,Training and Discovery,"AGL, TEQ & INT Types 
Ki +3 and HP, ATK & DEF +80%"
1010731,Accelerated Battle,"INT & STR Types 
Ki +3 and HP, ATK & DEF +90%"
1010751,Immutable Fighter,"AGL, STR & PHY Types 
Ki +3 and HP, ATK & DEF +90%"
1010781,Atrocious Crackdown,"All Types Ki +4 and HP, ATK & DEF +50%"
1010791,Light Orb of Hatred,TEQ Type enemies' ATK & DEF -43%
1010801,Tragedy Born From Power,"TEQ, STR & PHY Type 
Ki +3 and HP, ATK & DEF +60%"
1010811,Outcome of Hardship,"All Types Ki +3 and HP, ATK & DEF +70%"
1010831,Destruction Descending,"TEQ Type Ki +3 and HP, ATK & DEF +100%"
1010851,Outshining Darkness,"Super INT Type Ki +3 and HP, ATK & DEF +130%; 
Extreme INT Type Ki +3 and HP, ATK & DEF +90%"
1010871,Evil Incursion,"Extreme STR Type 
Ki +3 and HP, ATK & DEF +130%; 
Super STR Type Ki +3 and HP, ATK & DEF +90%"
1010901,Extraordinary Friendship,"All Types Ki +2 and HP, ATK & DEF +100%"
1010941,Clever Strategy,"TEQ and STR Type 
Ki +3 and HP, ATK & DEF +90%"
1010951,Max Power Technique,"STR Type Ki +3 and HP, ATK & DEF +80%"
1010952,Max Power Technique,"STR Type Ki +3 and HP, ATK & DEF +90%"
1010961,Diabolical Strike,"PHY Type Ki +3 and HP, ATK & DEF +80%"
1010962,Diabolical Strike,"PHY Type Ki +3 and HP, ATK & DEF +90%"
1010971,Back on the Front Line,"TEQ Type Ki +3 and HP, ATK & DEF +80%"
1010972,Back on the Front Line,"TEQ Type Ki +3 and HP, ATK & DEF +90%"
1010981,Strike From on High,"INT Type Ki +3 and HP, ATK & DEF +80%"
1010982,Strike From on High,"INT Type Ki +3 and HP, ATK & DEF +90%"
1010991,Passion for Peace,"AGL Type Ki +3 and HP, ATK & DEF +80%"
1010992,Passion for Peace,"AGL Type Ki +3 and HP, ATK & DEF +90%"
1011061,Naught but Rampage,"Super PHY Type Ki +3 and HP, ATK & DEF +130%; 
Extreme PHY Type Ki +3 and HP, ATK & DEF +90%"
1011071,Reckless Strength,"All Types Ki +3 and HP, ATK & DEF +80%"
1011081,Victory at Hand,"HP +100%; Ki +3 and ATK & DEF +100% 
when HP is 30% or more"
1011101,God-Guided Path,"All Types Ki +3 and HP, ATK & DEF +60%"
1011102,God-Guided Path,"All Types Ki +3 and HP, ATK & DEF +70%"
1011111,Full-On Strike,"All Types Ki +3 and HP, ATK & DEF +60%"
1011112,Full-On Strike,"All Types Ki +3 and HP, ATK & DEF +70%"
1011141,Merciless Condemnation,"TEQ Type Ki +4 and HP, ATK & DEF +120%"
1011151,Saiyan's Last Stand,"AGL & STR Types 
Ki +3 and HP, ATK & DEF +80%"
1011152,Saiyan's Last Stand,"AGL & STR Types 
Ki +3 and HP, ATK & DEF +90%"
1011171,Mythic Evolution,"Extreme TEQ Type Ki +3 and HP, ATK & DEF +130%; 
Super TEQ Type Ki +3 and HP, ATK & DEF +90%"
1011191,To a New Future,"INT Type Ki +1 and HP, ATK & DEF +70%"
1011192,To a New Future,"INT Type Ki +2 and HP, ATK & DEF +70%"
1011211,Domineering Victory Declaration,"""World Tournament"" Category 
Ki +3 and HP, ATK & DEF +80%"
1011212,Domineering Victory Declaration,"""World Tournament"" Category 
Ki +3 and HP, ATK & DEF +90%"
1011301,Peerless Gleam,"""Fusion"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or TEQ Type Ki +3 and HP, ATK & DEF +100%"
1011321,Crashing Maelstrom,"""Shadow Dragon Saga"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or PHY Type Ki +3 and HP, ATK & DEF +100%"
1011341,Young Saiyan Descendant,"""Hybrid Saiyans"" Category 
Ki +2 and HP, ATK & DEF +60%; or 
PHY Type Ki +2 and HP, ATK & DEF +30%"
1011342,Young Saiyan Descendant,"""Hybrid Saiyans"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
PHY Type Ki +2 and HP, ATK & DEF +30%"
1011371,Vanguard Warrior's True Value,"All Types Ki +3 and HP, ATK & DEF +60%"
1011391,Full-Power Collision,"AGL, TEQ & PHY Types 
Ki +3 and HP, ATK & DEF +70%"
1011392,Full-Power Collision,"AGL, TEQ & PHY Types 
Ki +3 and HP, ATK & DEF +80%"
1011431,Getting Butterflies,"""Peppy Gals"" Category 
Ki +3 and HP, ATK & DEF +60%; or 
TEQ Type Ki +2 and HP, ATK & DEF +30%"
1011432,Getting Butterflies,"""Peppy Gals"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
TEQ Type Ki +3 and HP, ATK & DEF +50%"
1011451,Ruthless Pressure,"PHY Type Ki +3 and HP, ATK & DEF +100%"
1011461,Grisly Destruction,"AGL Type Ki +3 and HP, ATK & DEF +100%"
1011641,Budding Warriors,"Super AGL Type Ki +4 and HP, ATK & DEF +120%; 
Extreme AGL Type Ki +3 and HP, ATK & DEF +90%"
1011681,All or Nothing,"Super Class Ki +4 and HP, ATK & DEF +120%"
1011721,Second Super Saiyan,"PHY Type Ki +4 and HP, ATK & DEF +120%"
1011781,Mark of Saiyan Strength,"""Super Saiyan 3"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or Super INT Type Ki +3 and HP, ATK & DEF +120%"
1011801,Hidden Power Unleashed,"""Hybrid Saiyans"" Category 
Ki +3 and HP, ATK & DEF +170%"
1011851,Father and Son Limit-Breakers,"STR Type Ki +3 and HP, ATK & DEF +100%"
1012001,Love of the Throne,"PHY Type Ki +3 and HP, ATK & DEF +100%"
1012031,Emperor's True Splendor,"""Resurrected Warriors"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or INT Type Ki +3 and HP, ATK & DEF +120%"
1012131,Unwavering Bond,"All Types Ki +3 and HP, ATK & DEF +120%"
1012161,Galaxy-Threatening Invasion,"Extreme INT Type Ki +4 and HP, ATK & DEF +120%; 
Super INT Type Ki +3 and HP, ATK & DEF +90%"
1012331,Drive to Win,"All Types Ki +3 and HP, ATK & DEF +80%"
1012361,Thousandfold Plea,"All Types Ki +3 and HP, ATK & DEF +120%"
1012381,Limitless Radiance,"""Majin Buu Saga"" Category 
Ki +3 and HP, ATK & DEF +170%"
1012401,Brazen Courage,"All Types Ki +3 and HP, ATK & DEF +120%"
1012421,Phantom Majin Sealed Within,"""Giant Form"" Category 
Ki +3 and HP, ATK & DEF +160%; 
maximum number of turning 
Giant Form +1 for all allies"
1012461,Hero on a Mission,"TEQ Type Ki +4; 
Super TEQ Type HP, ATK & DEF +100%"
1012651,Outburst of Emotions,"Super Class Ki +3 and HP, ATK & DEF +100%"
1012681,Wayward God,"INT Type ATK +35% 
per INT Ki Sphere obtained"
1012701,Ruthless Invader,"""Low-Class Warrior"" Category 
Ki +4, HP & DEF +50% and ATK +90%; or 
INT Type Ki +3 and HP, ATK & DEF +30%"
1012702,Ruthless Invader,"""Low-Class Warrior"" Category 
Ki +4, HP & DEF +60% and ATK +100%; or 
INT Type Ki +3 and HP, ATK & DEF +50%"
1012721,Golden Fist,"Super TEQ Type 
Ki +4 and HP, ATK & DEF +120%; 
Extreme TEQ Type 
Ki +3 and HP, ATK & DEF +90%"
1012741,Strength Beyond Gods,"Super Type allies' 
Ki +4 and HP, ATK & DEF +140% 
when team includes all five Super Types"
1012761,Furious Punishment,"Extreme Type allies' 
Ki +4 and HP, ATK & DEF +140% 
when team includes all five Extreme Types"
1012901,Fused Super Power,"""Potara"" Category 
Ki +3 and HP, ATK & DEF +180%; 
or INT Type Ki +3 and HP, ATK & DEF +120%"
1012931,Fused Fighting Force,"""Fusion"" Category 
Ki +3 and HP, ATK & DEF +180%; 
or PHY Type Ki +3 and HP, ATK & DEF +120%"
1012961,Unwavering Conviction,"Super Class Ki +3 and HP, ATK & DEF +100%"
1012991,Utopia Realized,"Extreme Class Ki +3 and HP, ATK & DEF +100%"
1013011,Lethal Charge,"""Terrifying Conquerors"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or PHY Type Ki +2 and HP, ATK & DEF +30%"
1013012,Lethal Charge,"""Terrifying Conquerors"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or PHY Type Ki +3 and HP, ATK & DEF +50%"
1013031,Pride of the Force,"""Space-Traveling Warriors"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or STR Type Ki +2 and HP, ATK & DEF +30%"
1013032,Pride of the Force,"""Space-Traveling Warriors"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or STR Type Ki +3 and HP, ATK & DEF +50%"
1013051,Pride of the Fastest One,"""Dragon Ball Seekers"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or AGL Type Ki +2 and HP, ATK & DEF +30%"
1013052,Pride of the Fastest One,"""Dragon Ball Seekers"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or AGL Type Ki +3 and HP, ATK & DEF +50%"
1013071,Brutal Bind,"""Planet Namek Saga"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or TEQ Type Ki +2 and HP, ATK & DEF +30%"
1013072,Brutal Bind,"""Planet Namek Saga"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or TEQ Type Ki +3 and HP, ATK & DEF +50%"
1013091,Courageous Clash,"""Special Pose"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or INT Type Ki +2 and HP, ATK & DEF +30%"
1013092,Courageous Clash,"""Special Pose"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or INT Type Ki +3 and HP, ATK & DEF +50%"
1013101,Ginyu Force Reborn,"""Ginyu Force"" Category 
Ki +4 and HP, ATK & DEF +130%"
1013111,Martial Mettle,"PHY Type Ki +3 and HP, ATK & DEF +90%"
1013112,Martial Mettle,"PHY Type Ki +3 and HP, ATK & DEF +100%"
1013121,Demon King's Vengeance,"STR Type Ki +3 and HP, ATK & DEF +90%"
1013122,Demon King's Vengeance,"STR Type Ki +3 and HP, ATK & DEF +100%"
1013161,Hope for Growth,"""Planet Namek Saga"" Category Ki +2 and HP, 
ATK & DEF +60%; or STR Type Ki +2 and HP, 
ATK & DEF +30%"
1013162,Hope for Growth,"""Planet Namek Saga"" Category Ki +3 and HP, 
ATK & DEF +77%; or STR Type Ki +2 and HP, 
ATK & DEF +30%"
1013211,Training and Refreshment,"""Turtle School"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or all Types Ki +3 and ATK & DEF +40%"
1013212,Training and Refreshment,"""Turtle School"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or all Types Ki +3 and HP, ATK & DEF +40%"
1013301,Evil Onslaught,"PHY Type Ki +3 and HP, ATK & DEF +90%"
1013302,Evil Onslaught,"PHY Type Ki +3 and HP, ATK & DEF +100%"
1013321,Endless Challenge,"All Types Ki +3 and HP, ATK & DEF +60%"
1013322,Endless Challenge,"All Types Ki +3 and HP, ATK & DEF +70%"
1013341,Resolute Execution,"AGL Type Ki +3 and HP, ATK & DEF +30%; 
STR Type enemies' ATK & DEF -40%"
1013342,Resolute Execution,"AGL Type Ki +3 and HP, ATK & DEF +40%; 
STR Type enemies' ATK & DEF -40%"
1013391,Blazing Love and Burning Justice,"Super Type allies' 
Ki +3 and HP, ATK & DEF +130% 
when team includes all five Super Types"
1013411,Boundless Potential,"All Types Ki +3 and HP, ATK & DEF +80%"
1013421,Awakened Berserker,"PHY Type Ki +3 and HP, ATK & DEF +100%"
1013431,Dreadful Super Fusion,"""Potara"" Category Ki +3 
and HP, ATK & DEF +160%"
1013531,Power of Pride and Bonds,"""Bond of Master and Disciple"" Category 
Ki +3 and HP, ATK & DEF +60%; 
or TEQ Type Ki +2 and HP, ATK & DEF +30%"
1013532,Power of Pride and Bonds,"""Bond of Master and Disciple"" Category 
Ki +3 and HP, ATK & DEF +77%; 
or TEQ Type Ki +3 and HP, ATK & DEF +50%"
1013541,Transdimensional Instinct,"""Realm of Gods"" Category 
Ki +3 and HP, ATK & DEF +160%; 
or INT Type Ki +3 and HP, ATK & DEF +100%"
1013571,Explosive Evolution,"""Movie Bosses"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or Extreme Class Ki +3 and HP, ATK & DEF +100%"
1013591,Flaring Battle Impulse,"All Types Ki +3 and HP, ATK & DEF +80%"
1013601,Divine Power Within,"All Types Ki +3 and HP, ATK & DEF +80%"
1013681,Swirling Ambition,"All Types Ki +3 and HP, ATK & DEF +80%"
1013731,Fusion Power of the Dynamic Duo,"""Pure Saiyans"" Category 
Ki +2 and HP, ATK & DEF +60%; or 
STR Type Ki +2 and HP, ATK & DEF +30%"
1013732,Fusion Power of the Dynamic Duo,"""Pure Saiyans"" Category 
Ki +3 and HP, ATK & DEF +77%; or 
STR Type Ki +3 and HP, ATK & DEF +50%"
1013771,Global Harmony Through Destruction,"Super STR Type Ki +4 and HP, ATK & DEF +120%; 
Extreme STR Type Ki +3 and HP, ATK & DEF +90%"
1013791,Rising to the Challenge,"PHY Type Ki +3 and HP, ATK & DEF +50%; 
INT Type enemies' ATK & DEF -43%"
1013831,Observance of Pride,"""Pure Saiyans"" Category 
Ki +3 and HP, ATK & DEF +170%"
1013861,Power to Face Despair,"""Future Saga"" Category 
Ki +3 and HP, ATK & DEF +170%"
1013881,Power Beyond Right and Wrong,"All Types Ki +3 and HP, ATK & DEF +80%"
1013911,Onslaught of Fire and Fury,"AGL Type Ki +3 and HP, ATK & DEF +100%"
1013941,Absolute Power,"""Universe Survival Saga"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or STR Type Ki +3 and HP, ATK & DEF +120%"
1014021,Dazzling Life Force,"Super PHY Type Ki +4 and HP, ATK & DEF +120%; 
Extreme PHY Type Ki +3 and HP, ATK & DEF +90%"
1014051,Alternate Ending,"""Future Saga"" Category 
Ki +4 and HP, ATK & DEF +130%"
1014061,Proudest Moment,"""Peppy Gals"" or 
""Transformation Boost"" Category 
Ki +3 and HP, ATK & DEF +150%"
