id,name,description,exec_timing_type,turn,probability,causality_conditions,icon_type,target_type,target_value1,target_value2,target_value3,sub_target_type_set_id,efficacy_type,eff_value1,eff_value2,eff_value3,created_at,updated_at
1000466,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,160.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000467,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,170.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000468,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,225.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000469,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,245.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000470,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,265.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000471,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,285.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000472,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,355.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000473,Type Damage Reduction,"Reduces damage received from AGL, TEQ, INT, 
STR, PHY, Super AGL, Super STR, Super PHY, 
Extreme AGL, Extreme TEQ, Extreme INT, 
Extreme STR and Extreme PHY Types by 80%",0,0,0,,0,0,0,0,0,0,15,4169600.0,80.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000474,Type Damage Reduction,"Reduces damage received from PHY, 
Super PHY and Extreme PHY Types by 60%",0,0,0,,0,0,0,0,0,0,15,2164736.0,60.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000475,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000478,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,170.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000479,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,210.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000480,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,250.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000481,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000482,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,350.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000483,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,180.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000484,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,220.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000485,Type Damage Reduction,"Reduces damage received from AGL, INT, 
Extreme AGL and Extreme INT Types by 60%",0,0,0,,0,0,0,0,0,0,15,656000.0,60.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000486,Type Damage Reduction,"Reduces damage received from AGL, TEQ, 
INT, PHY, Extreme AGL, Extreme TEQ, 
Extreme INT and Extreme PHY Types by 70%",0,0,0,,0,0,0,0,0,0,15,3017600.0,70.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000488,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,140.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000489,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000490,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,160.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000491,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,150.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000492,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,220.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000493,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,260.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000494,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000495,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,350.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000496,Type Damage Reduction,"Reduces damage received from AGL, TEQ, 
INT, STR, PHY, Super STR, Extreme AGL, 
Extreme TEQ, Extreme INT, Extreme STR 
and Extreme PHY Types by 80%",0,0,0,,0,0,0,0,0,0,15,4099968.0,80.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000497,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,140.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000502,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,130.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000505,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,350.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000506,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000507,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,320.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000508,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,420.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000509,Type Damage Reduction,"Reduces damage received from 
AGL, TEQ, INT, STR, PHY, Extreme AGL, 
Extreme TEQ, Extreme INT, Extreme STR 
and Extreme PHY Types by 60%",0,0,0,,0,0,0,0,0,0,15,4067200.0,60.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000510,Type Damage Reduction,"Reduces damage received from AGL, TEQ, 
INT, STR, PHY, Super STR, Extreme AGL, 
Extreme TEQ, Extreme INT, Extreme STR 
and Extreme PHY Types by 70%",0,0,0,,0,0,0,0,0,0,15,4099968.0,70.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000511,Type Damage Reduction,"Reduces damage received from AGL, TEQ, 
INT, STR, PHY, Super STR, Super PHY, 
Extreme AGL, Extreme TEQ, Extreme INT, 
Extreme STR and Extreme PHY Types by 80%",0,0,0,,0,0,0,0,0,0,15,4165504.0,80.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000512,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000513,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,160.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000517,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,250.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000521,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,270.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000522,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000523,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,330.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000524,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,390.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000525,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,140.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000526,Type Damage Reduction,"Reduces damage received from 
AGL, TEQ, INT, STR, PHY, Super AGL, 
Super TEQ, Super INT, Super STR and 
Super PHY Types by 50%",0,0,0,,0,0,0,0,0,0,15,130944.0,50.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000527,Type Damage Reduction,"Reduces damage received from 
AGL, TEQ, INT, STR, PHY, Super AGL, 
Super TEQ, Super INT, Super STR, 
Super PHY and Extreme TEQ Types by 60%",0,0,0,,0,0,0,0,0,0,15,393088.0,60.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000528,Type Damage Reduction,"Reduces damage received from 
AGL, TEQ, INT, STR, PHY, Super AGL, 
Super TEQ, Super INT, Super STR, Super PHY, 
Extreme TEQ and Extreme STR Types by 70%",0,0,0,,0,0,0,0,0,0,15,1441664.0,70.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000529,Type Damage Reduction,"Reduces damage received from AGL, 
TEQ, INT, STR, PHY, Super AGL, Super TEQ, 
Super INT, Super STR, Super PHY, Extreme AGL, 
Extreme TEQ and Extreme STR Types by 80%",0,0,0,,0,0,0,0,0,0,15,1572736.0,80.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000530,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,140.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000533,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000535,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,250.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000537,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,280.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000538,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,330.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000539,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,400.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000540,Type Damage Reduction,"Reduces damage received from 
AGL, TEQ, INT, STR, PHY, Extreme AGL, 
Extreme TEQ, Extreme INT, Extreme STR 
and Extreme PHY Types by 50%",0,0,0,,0,0,0,0,0,0,15,4067200.0,50.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000541,Type Damage Reduction,"Reduces damage received from AGL, TEQ, 
INT, STR, PHY, Super PHY, Extreme AGL, 
Extreme TEQ, Extreme INT, Extreme STR 
and Extreme PHY Types by 60%",0,0,0,,0,0,0,0,0,0,15,4132736.0,60.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000542,Type Damage Reduction,"Reduces damage received from AGL, TEQ, 
INT, STR, PHY, Super STR, Super PHY, 
Extreme AGL, Extreme TEQ, Extreme INT, 
Extreme STR and Extreme PHY Types by 70%",0,0,0,,0,0,0,0,0,0,15,4165504.0,70.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000543,Type Damage Reduction,"Reduces damage received from AGL, TEQ, 
INT, STR, PHY, Super TEQ, Super STR, 
Super PHY, Extreme AGL, Extreme TEQ, 
Extreme INT, Extreme STR and 
Extreme PHY Types by 80%",0,0,0,,0,0,0,0,0,0,15,4173696.0,80.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000544,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,130.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000545,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,140.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000546,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,190.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000547,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,220.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000548,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,250.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000549,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,280.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000550,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,370.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000551,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,120.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000558,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000559,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,160.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000560,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,170.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000561,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,170.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000562,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,250.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000563,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000564,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,350.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000565,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,210.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000566,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,140.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000567,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000568,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,160.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000579,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,290.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000580,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,320.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000581,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,340.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000582,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,370.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000583,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,440.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000584,Type Damage Reduction,"Reduces damage received from TEQ, 
Super TEQ and Extreme TEQ Types by 70%",0,0,0,,0,0,0,0,0,0,15,270592.0,70.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000585,Type Damage Reduction,"Reduces damage received from AGL, TEQ, 
Super AGL, Super TEQ, Extreme AGL and 
Extreme TEQ Types by 80%",0,0,0,,0,0,0,0,0,0,15,405888.0,80.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000586,Damage Reduction (All),Reduces damage received by 75%,0,0,0,,1,0,0,0,0,0,7,75.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000587,Damage Reduction (All),Reduces damage received by 80%,0,0,0,,1,0,0,0,0,0,7,80.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000592,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,400.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000593,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,500.0,100.0,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000596,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,230.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000597,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,240.0,,,2024-02-27 09:30:51.510929,2024-02-27 09:30:51.510929
1000598,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,250.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000599,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,260.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000600,Type Damage Reduction,"Reduces damage received from AGL, TEQ, INT, STR, 
PHY, Super AGL, Super TEQ, Super INT, Super STR, 
Super PHY and Extreme INT Types by 60%",0,0,0,,0,0,0,0,0,0,15,655232.0,60.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000601,Type Damage Reduction,"Reduces damage received from AGL, TEQ, INT, STR, 
PHY, Super AGL, Super TEQ, Super INT, Super STR, 
Super PHY, Extreme INT and Extreme PHY Types by 70%",0,0,0,,0,0,0,0,0,0,15,2752384.0,70.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000602,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000603,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,160.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000604,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,170.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000607,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,250.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000608,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000610,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,120.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000611,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,160.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000612,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,200.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000617,Type Damage Reduction,"Reduces damage received from AGL, TEQ, 
INT, STR, PHY, Super INT, Extreme AGL, 
Extreme TEQ, Extreme INT, Extreme STR 
and Extreme PHY Types by 60%",0,0,0,,0,0,0,0,0,0,15,4083584.0,60.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000618,Type Damage Reduction,"Reduces damage received from AGL, TEQ, 
INT, STR, PHY, Super AGL, Super INT, 
Extreme AGL, Extreme TEQ, Extreme INT, 
Extreme STR and Extreme PHY Types by 70%",0,0,0,,0,0,0,0,0,0,15,4087680.0,70.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000619,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,210.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000620,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000621,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,350.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000622,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,400.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000623,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,500.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000624,Type Damage Reduction,"Reduces damage received from STR, 
Super STR and Extreme STR Types by 70%",0,0,0,,0,0,0,0,0,0,15,1082368.0,70.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000625,Type Damage Reduction,"Reduces damage received from STR, PHY, 
Super STR, Super PHY, Extreme STR and 
Extreme PHY Types by 80%",0,0,0,,0,0,0,0,0,0,15,3247104.0,80.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000629,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,200.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000630,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,250.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000631,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000634,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,200.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000635,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,220.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000636,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,250.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000637,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,220.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000638,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,350.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000639,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,200.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000640,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,220.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000641,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,250.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000646,Type Damage Reduction,"Reduces damage received from 
AGL, TEQ, INT, STR, Super STR 
and Extreme STR Types by 70%",0,0,0,,0,0,0,0,0,0,15,1083264.0,70.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000647,Type Damage Reduction,"Reduces damage received from AGL, TEQ, 
INT, STR, PHY, Super STR, Super PHY, 
Extreme STR and Extreme PHY Types by 80%",0,0,0,,0,0,0,0,0,0,15,3248000.0,80.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000648,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,350.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000649,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,400.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000650,Type Damage Reduction,"Reduces damage received from AGL, TEQ, INT, STR, PHY, 
Super TEQ, Super INT, Extreme AGL, Extreme TEQ, 
Extreme INT, Extreme STR and Extreme PHY Types by 70%",0,0,0,,0,0,0,0,0,0,15,4091776.0,70.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000651,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,170.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000659,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,160.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000660,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,180.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000661,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,170.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000665,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000666,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,120.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000667,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,150.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000668,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,200.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000677,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,210.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000678,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,220.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000679,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000680,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,350.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000681,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,400.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000682,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,500.0,100.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000683,Type Damage Reduction,"Reduces damage received from AGL, TEQ, INT, 
STR, PHY, Super AGL, Super TEQ, Super INT, 
Super STR and Super PHY Types by 70%",0,0,0,,0,0,0,0,0,0,15,130944.0,70.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000684,Type Damage Reduction,"Reduces damage received from AGL, TEQ, INT, 
STR, PHY, Super AGL, Super TEQ, Super INT, 
Super STR, Super PHY and Extreme AGL Types by 80%",0,0,0,,0,0,0,0,0,0,15,262016.0,80.0,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
1000685,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,140.0,,,2024-02-27 09:30:51.528398,2024-02-27 09:30:51.528398
