id,name,description,causality_description,aim_target,increase_rate,lv_bonus,is_inactive,created_at,updated_at
4055,Turtle School Four Virtues,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4056,Turtle School Four Virtues,"Causes immense damage to enemy 
and lowers ATK & DEF",,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4057,Death Beam,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4058,Crazy Finger Beam,"Raises DEF for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4059,This Time You Might Die,"Raises ATK and 
causes immense damage to enemy",,0,150,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4060,Nova Strike,"Raises ATK for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4061,Death Flash,"Causes immense damage with 
a high chance of stunning the enemy",,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4062,Death Chaser,"Raises ATK for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4063,Death Slicer,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4064,Death Slicer,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4065,Nova Strike,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4066,Turtle School Four Virtues (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4067,None,None,,0,0,0,1,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4068,Bansho Fan (Extreme),"Greatly raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4069,Stay Away From Me! (Extreme),"Greatly raises ATK & DEF for 1 turn and 
causes supreme damage with 
a great chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4070,Dad's Final Flash (Extreme),"Massively raises ATK, 
causes supreme damage to enemy 
and lowers ATK & DEF",,0,50,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4071,Big Amour (Extreme),"Raises ATK & DEF, 
causes supreme damage to enemy 
and seals Super Attack",,0,130,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4072,Pretty Cannon (Extreme),"Raises ATK & DEF, 
causes supreme damage to enemy 
and seals Super Attack",,0,130,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4073,Death Blaster,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4074,Full Power Death Beam,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4075,Super Tech Gatling,"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4076,Supernova,"Raises DEF and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4077,Death Storm,Causes supreme damage to all enemies,,1,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4078,Full-Metal Avalanche,"Raises DEF for 1 turn, 
causes colossal damage to enemy 
and greatly lowers ATK",,0,200,5,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4079,Supernova,"Massively raises ATK and raises DEF for 1 turn, 
causes mega-colossal damage to enemy 
and massively lowers DEF",,0,250,10,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4080,Lock-On Buster (Extreme),"Raises ATK for 1 turn, 
causes immense damage to enemy 
and lowers ATK & DEF",,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4081,Destroy Laser (Extreme),"Massively raises ATK temporarily and 
causes destructive damage to enemy",,0,100,10,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4082,Energy Slash (Extreme),"Greatly raises DEF for 1 turn and 
causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4083,Makosen Flash (Extreme),"Raises DEF for 1 turn and 
causes supreme damage to all enemies 
with a medium chance of stunning them",,1,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4084,Supernova,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4085,Mystic Attack,"Causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4086,Super Meteor Smash,"Causes immense damage to enemy 
and lowers ATK & DEF",,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4087,Quick Combo,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4088,Makosen Flash,"Causes immense damage to enemy 
and lowers ATK",,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4089,Full Power Crash,"Causes colossal damage to enemy 
and greatly lowers ATK & DEF",,0,200,5,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4090,Supernova,"Causes supreme damage to enemy and 
lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4091,Supernova,"Causes immense damage to enemy 
and lowers ATK & DEF",,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4092,Cooperation Between Rivals,"Raises DEF, causes immense damage 
to enemy and lowers DEF",,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4093,Super Tech Gatling,Causes low damage to enemy,,0,30,10,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4094,Beam Machine Gun,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4095,Eraser Cannon,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4096,Machinery Rain,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4097,Supernova,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4098,Lock-On Buster,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4099,Destructive Ray,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4100,Death Gliding,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4101,Machinery Rain,"Causes immense damage to enemy 
and lowers DEF",,0,180,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4102,Destroy Laser,"Raises ATK for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4103,Ki Burst Sphere,"Causes mega-colossal damage 
with a great chance of stunning 
the enemy and lowers DEF",,0,250,10,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4104,Life Force Absorption,"Causes immense damage to enemy and 
greatly lowers ATK & DEF",,0,270,25,0,2024-02-27 09:32:37.344871,2024-02-27 09:32:37.344871
4105,Full Power Crash,"Raises ATK & DEF and 
causes immense damage to enemy",,0,160,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4106,Supernova,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4107,Masenko,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4108,Destructive Ray (Extreme),"Raises DEF, causes immense damage 
to enemy and lowers ATK & DEF",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4109,Death Gliding (Extreme),"Raises ATK, causes immense damage 
to enemy and massively lowers DEF",,0,150,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4110,Armored Scramble (Extreme),"Raises ATK for 1 turn, 
causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4111,Chaotic Meteor Smash,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4112,Cooperation Between Rivals,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4113,Full Power Crash,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4114,Supernova,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4115,Death Crasher,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4116,Explosive Demon Wave,"Raises DEF for 1 turn, 
causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4117,Cooperation Between Rivals,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4118,Cooperation Between Rivals,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4119,Full Power Crash,"Raises ATK & DEF for 1 turn, 
causes mega-colossal damage to enemy 
and greatly lowers ATK & DEF",,0,250,10,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4120,Cooperation Between Rivals,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4121,Full Power Crash,"Raises ATK & DEF for 1 turn, 
causes mega-colossal damage to enemy 
and greatly lowers ATK & DEF",,0,250,10,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4122,Quick Combo,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4123,Quick Combo,"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4124,Full-Metal Avalanche,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4125,Supernova,"Causes supreme damage to enemy and 
raises Extreme Class allies' ATK by 25% for 1 turn",,0,125,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4126,Supernova,"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4127,Supernova,"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4128,Supernova,"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4129,Supernova,"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4130,Supernova,"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4131,Supernova (Extreme),"Causes supreme damage to enemy 
and raises Extreme Class allies' 
ATK & DEF by 30% for 1 turn",,0,120,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4132,Supernova (Extreme),"Greatly raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4133,Giant Laser Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4134,Gamma Blaster,"Raises DEF for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4135,Gamma Blaster,"Raises ATK & DEF for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4136,Gamma Blaster,"Raises ATK for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4137,Gamma Blaster,"Raises ATK & DEF for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4138,Burning Shoot,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4139,Hyper Tornado,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4140,Hyper Tornado,"Causes immense damage to enemy 
and lowers ATK",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4141,Goku's Charge!,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4142,Dragon Team Assemble!,Causes explosive damage to enemy,,0,300,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4143,Hacchan Attack,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4144,Goku's Charge!,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4145,Friendship Attack,Causes explosive damage to enemy,,0,330,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4146,Kamehameha,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4147,Bending Kamehameha,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4148,Double Mission 8+17,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4149,Supernova,"Causes immense damage to enemy 
and lowers ATK & DEF",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4150,Goku's Charge!,"Raises ATK for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4151,Goku's Charge!,"Greatly raises ATK for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4152,Dragon Team Assemble!,"Massively raises ATK for 1 turn, 
causes immense damage to enemy 
and lowers ATK","Activated when there is an ally whose name 
includes ""Yamcha"", ""Master Roshi"", ""Oolong"", 
""Bulma (Youth)"" or ""Bulma (Bunny)"" 
attacking in the same turn",0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4153,Friendship Attack,"Massively raises ATK for 1 turn, 
causes immense damage to enemy 
and lowers ATK","Activated when there is an ally whose name 
includes ""Hacchan"" (Berserk excluded) 
attacking in the same turn",0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4154,Hacchan Attack,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4155,Hacchan Attack,"Greatly raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4156,This Planet is Finished!,Causes supreme damage to all enemies,,1,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4157,None,None,,0,0,0,1,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4158,Wolf Fang Fist,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4159,Wolf Fang Fist,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4160,Gamma Blaster,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4161,Gamma Blaster,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4162,Gamma Blaster,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4163,Gamma Blaster,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4164,Double Mission 8+17 (Extreme),"Raises ATK for 1 turn and 
causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4165,Bending Kamehameha (Extreme),"Raises ATK & DEF for 1 turn and 
causes immense damage with 
a high chance of stunning the enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4166,Hyper Tornado,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4167,Hyper Tornado (Extreme),"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4168,Angelic Impulse,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4169,Angelic Impulse,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4170,Burning Impulse,"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and lowers ATK","Activated when there is an ally whose name 
includes ""Paikuhan"" on the team",0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4171,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4172,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4173,Grudgeless Strike,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4174,Namekian Combo,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4175,Justice Rush (Extreme),"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4176,Destructo-Disc (Extreme),"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4177,Evil Impulse (Extreme),"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4178,Kamehameha (Extreme),"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4179,Break Cannon (Extreme),"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4180,None,None,,0,0,0,1,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4181,Planet Burst,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4182,Full Power 10x Kamehameha,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4183,Full Power 10x Kamehameha,"Raises ATK & DEF for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4184,Super Final Shine Attack,"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4185,Super Final Shine Attack,"Raises ATK & DEF for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4186,Gravity Fist,"Causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4187,Gravity Fist,"Raises ATK & DEF for 1 turn and 
causes immense damage with 
a medium chance of stunning the enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4188,Gravity Finale,"Greatly raises ATK and raises DEF for 1 turn 
and causes immense damage with 
a high chance of stunning the enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4189,Golden Metal Supernova,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4190,Rakshasa's Radiant Bullet,"Causes supreme damage to enemy and 
raises ATK & DEF by 30% for 3 turns",,0,120,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4191,Fateful Onslaught,"Greatly raises ATK for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4192,Fateful Onslaught,"Greatly raises ATK & DEF for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4193,Flame Bullet,"Causes supreme damage to enemy; 
raises Super Class allies' ATK by 20% for 1 turn",,0,130,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4194,Power of United Saiyans,"Raises ATK for 1 turn and 
causes supreme damage to enemy; 
raises Super Class allies' ATK by 30% for 1 turn",,0,120,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4195,Bankoku-Bikkuri-Shou,"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4196,Bankoku-Bikkuri-Shou,"Raises DEF for 1 turn and 
causes colossal damage with 
a high chance of stunning the enemy",,0,200,5,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4197,Champion Kick,"Raises ATK for 1 turn and 
causes mega-colossal damage with 
a high chance of stunning the enemy",,0,250,10,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4198,God of Destruction's Discipline,"Greatly raises ATK & DEF for 1 turn 
and causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4199,Dynamite Kick,"Raises ATK & DEF, 
causes supreme damage to enemy 
and lowers DEF",,0,130,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4200,None,None,,0,0,0,1,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4201,Rebellion Edge (Extreme),"Raises DEF for 1 turn, 
causes immense damage to enemy 
and seals Super Attack",,0,180,25,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4202,Spirit of Saiyans (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4203,Spirit of Saiyans (Extreme),"Greatly raises DEF for 1 turn, 
causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4204,Final Spirit Cannon (Extreme),"Causes supreme damage and 
raises ATK for 6 turns with 
a high chance of stunning the enemy",,0,100,20,0,2024-02-27 09:32:37.354721,2024-02-27 09:32:37.354721
4205,Flame Bullet,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4206,Fateful Onslaught,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4207,Final Spirit Cannon,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4208,Fateful Onslaught,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4209,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4210,Tricky Tornado,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4211,Icicle Trick,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4212,Rebellion Fang,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4213,Rebellion Edge,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4214,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4215,Finish Buster,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4216,Maiden Blast,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4217,Ki Blast Cannon,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4218,Victory Rush,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4219,Glass Bullet,"Causes supreme damage with 
a high chance of lowering ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4220,Glass Bullet,"Raises ATK & DEF for 1 turn, 
causes supreme damage with 
a high chance of lowering ATK & DEF 
and a high chance of sealing Super Attack",,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4221,Kamehameha (Extreme),"Raises ATK & DEF, 
causes supreme damage to enemy 
and lowers DEF",,0,130,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4222,Super Black Kamehameha (Extreme),"Raises DEF for 1 turn, 
causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4223,Désastre Eraser (Extreme),"Raises ATK & DEF, 
causes supreme damage to enemy 
and lowers DEF",,0,130,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4224,Tricky Tornado (Extreme),"Greatly raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4225,Icicle Trick (Extreme),"Raises ATK & DEF for 1 turn and 
causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4226,Glass Bullet,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4227,Gravity Fist,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4228,Gravity Finale,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
4229,Launch's Bazooka,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.364706,2024-02-27 09:32:37.364706
