id,num,awakening_item_id,quantity,card_awakening_set_id
3494,1,201072,10,2845
3495,1,201072,30,2846
3496,1,201073,30,2847
3497,1,201074,30,2848
3498,1,201081,3,2849
3499,1,201081,5,2850
3500,1,201081,7,2851
3501,1,201082,10,2852
3502,1,201082,30,2853
3503,1,201083,30,2854
3504,1,201084,30,2855
3505,1,201091,3,2856
3506,1,201091,5,2857
3507,1,201091,7,2858
3508,1,201092,10,2859
3509,1,201092,30,2860
3510,1,201093,30,2861
3511,1,201094,30,2862
3512,1,201101,3,2863
3513,1,201101,5,2864
3514,1,201101,7,2865
3515,1,201102,10,2866
3516,1,201102,30,2867
3517,1,201103,30,2868
3518,1,201104,30,2869
3519,1,201111,3,2870
3520,1,201111,5,2871
3521,1,201111,7,2872
3522,1,201112,10,2873
3523,1,201112,30,2874
3524,1,201113,30,2875
3525,1,201114,30,2876
3526,1,5831,77,2877
3527,1,5841,77,2878
3528,1,5821,77,2879
3529,1,5821,35,2880
3530,1,39801,20,2881
3531,1,201121,3,2882
3532,1,201121,5,2883
3533,1,201121,7,2884
3534,1,201122,10,2885
3535,1,201122,30,2886
3536,1,201123,30,2887
3537,1,201124,30,2888
3538,1,101351,3,2889
3539,1,101351,5,2890
3540,1,101351,7,2891
3541,1,101352,10,2892
3542,1,101352,30,2893
3543,1,101353,30,2894
3544,1,101354,30,2895
3545,1,41201,10,2896
3546,1,400061,3,2897
3547,1,400061,5,2898
3548,1,400061,7,2899
3549,1,400062,10,2900
3550,1,400062,30,2901
3551,1,400063,30,2902
3552,1,400064,30,2903
3553,1,23901,104,2904
3554,1,201131,3,2905
3555,1,201131,5,2906
3556,1,201131,7,2907
3557,1,201132,10,2908
3558,1,201132,30,2909
3559,1,201133,30,2910
3560,1,201134,30,2911
3561,1,201141,3,2912
3562,1,201141,5,2913
3563,1,201141,7,2914
3564,1,201142,10,2915
3565,1,201142,30,2916
3566,1,201143,30,2917
3567,1,201144,30,2918
3568,1,201151,3,2919
3569,1,201151,5,2920
3570,1,201151,7,2921
3571,1,201152,10,2922
3572,1,201152,30,2923
3573,1,201153,30,2924
3574,1,201154,30,2925
3575,1,201161,3,2926
3576,1,201161,5,2927
3577,1,201161,7,2928
3578,1,201162,10,2929
3579,1,201162,30,2930
3580,1,201163,30,2931
3581,1,201164,30,2932
3582,1,201171,3,2933
3583,1,201171,5,2934
3584,1,201171,7,2935
3585,1,201172,10,2936
3586,1,201172,30,2937
3587,1,201173,30,2938
3588,1,201174,30,2939
3589,1,101361,3,2940
3590,1,101361,5,2941
3591,1,101361,7,2942
3592,1,101362,10,2943
3593,1,101362,30,2944
3594,1,101363,30,2945
3595,1,101364,30,2946
3596,1,100561,2,2947
3597,1,100561,4,2948
3598,1,100561,6,2949
3599,1,100562,8,2950
3600,1,100562,12,2951
3601,1,100563,12,2952
3602,1,100564,12,2953
3603,1,100561,2,2954
3604,1,100561,4,2955
3605,1,100561,6,2956
3606,1,100562,8,2957
3607,1,100562,12,2958
3608,1,100563,12,2959
3609,1,100564,12,2960
3610,1,100561,2,2961
3611,1,100561,4,2962
3612,1,100561,6,2963
3613,1,100562,8,2964
3614,1,100562,12,2965
3615,1,100563,12,2966
3616,1,100564,12,2967
3617,1,5851,77,2968
3618,1,5851,35,2969
3619,1,40001,7,2970
3620,1,40001,70,2971
3621,1,40001,7,2972
3622,1,201181,3,2973
3623,1,201181,5,2974
3624,1,201181,7,2975
3625,1,201182,10,2976
3626,1,201182,30,2977
3627,1,201183,30,2978
3628,1,201184,30,2979
3629,1,201191,3,2980
3630,1,201191,5,2981
3631,1,201191,7,2982
3632,1,201192,10,2983
3633,1,201192,30,2984
3634,1,201193,30,2985
3635,1,201194,30,2986
3636,1,201201,3,2987
3637,1,201201,5,2988
3638,1,201201,7,2989
3639,1,201202,10,2990
3640,1,201202,30,2991
3641,1,201203,30,2992
3642,1,201204,30,2993
3643,1,201211,3,2994
3644,1,201211,5,2995
3645,1,201211,7,2996
3646,1,201212,10,2997
3647,1,201212,30,2998
3648,1,201213,30,2999
3649,1,201214,30,3000
3650,1,201221,3,3001
3651,1,201221,5,3002
3652,1,201221,7,3003
3653,1,201222,10,3004
3654,1,201222,30,3005
3655,1,201223,30,3006
3656,1,201224,30,3007
3657,1,101371,3,3008
3658,1,101371,5,3009
3659,1,101371,7,3010
3660,1,101372,10,3011
3661,1,101372,30,3012
3662,1,101373,30,3013
3663,1,101374,30,3014
3664,1,101381,3,3015
3665,1,101381,5,3016
3666,1,101381,7,3017
3667,1,101382,10,3018
3668,1,101382,30,3019
3669,1,101383,30,3020
3670,1,101384,30,3021
3671,1,101421,3,3022
3672,1,101421,5,3023
3673,1,101421,7,3024
3674,1,101422,10,3025
3675,1,101422,30,3026
3676,1,101423,30,3027
3677,1,101424,30,3028
3678,1,101441,3,3029
3679,1,101441,5,3030
3680,1,101441,7,3031
3681,1,101442,10,3032
3682,1,101442,30,3033
3683,1,101443,30,3034
3684,1,101444,30,3035
3685,1,101411,3,3036
3686,1,101411,5,3037
3687,1,101411,7,3038
3688,1,101412,10,3039
3689,1,101412,30,3040
3690,1,101413,30,3041
3691,1,101414,30,3042
3692,1,101401,3,3043
3693,1,101401,5,3044
3694,1,101401,7,3045
3695,1,101402,10,3046
3696,1,101402,30,3047
3697,1,101403,30,3048
3698,1,101404,30,3049
3699,1,101391,3,3050
3700,1,101391,5,3051
3701,1,101391,7,3052
3702,1,101392,10,3053
3703,1,101392,30,3054
3704,1,101393,30,3055
3705,1,101394,30,3056
3706,1,101431,3,3057
3707,1,101431,5,3058
3708,1,101431,7,3059
3709,1,101432,10,3060
3710,1,101432,30,3061
3711,1,101433,30,3062
3712,1,101434,30,3063
3713,1,5871,77,3064
3714,1,5871,35,3065
3715,1,5861,77,3066
3716,1,5862,77,3067
3717,1,5861,21,3068
3718,2,5862,21,3068
3719,1,24201,20,3073
3720,1,24201,20,3074
3721,1,24201,20,3075
3722,1,24201,20,3076
3723,1,24201,20,3077
3724,1,101454,10,3078
3725,1,101454,15,3079
3726,1,101454,20,3080
3727,1,32604,10,3069
3728,2,32603,10,3069
3729,1,32603,10,3070
3730,2,32604,10,3070
3731,1,300031,3,3081
3732,1,300031,5,3082
3733,1,300031,7,3083
3734,1,300032,10,3084
3735,1,300032,30,3085
3736,1,300033,30,3086
3737,1,300034,30,3087
3738,1,39901,10,3088
3739,1,235001,3,3089
3740,1,235001,5,3090
3741,1,235001,7,3091
3742,1,235002,10,3092
3743,1,235002,30,3093
3744,1,235003,30,3094
3745,1,235004,30,3095
3746,1,5881,35,3096
3747,1,5881,35,3097
3748,2,5831,35,3097
3749,1,5881,35,3098
3750,1,5891,35,3099
3751,1,5891,35,3100
3752,2,5841,35,3100
3753,1,5891,35,3101
3754,1,100731,2,3102
3755,1,100731,4,3103
3756,1,100731,6,3104
3757,1,100732,8,3105
3758,1,100732,12,3106
3759,1,100733,12,3107
3760,1,100734,12,3108
3761,1,5532,35,3071
3762,2,31901,7,3071
3763,1,5532,14,3072
3764,2,5691,14,3072
3765,3,5701,14,3072
3766,4,5551,14,3072
3767,5,5541,14,3072
3768,1,400071,3,3109
3769,1,400071,5,3110
3770,1,400071,7,3111
3771,1,400072,10,3112
3772,1,400072,30,3113
3773,1,400073,30,3114
3774,1,400074,30,3115
3775,1,41701,10,3116
3776,1,101461,3,3117
3777,1,101461,5,3118
3778,1,101461,7,3119
3779,1,101462,10,3120
3780,1,101462,30,3121
3781,1,101463,30,3122
3782,1,101464,30,3123
3783,1,101471,3,3124
3784,1,101471,5,3125
3785,1,101471,7,3126
3786,1,101472,10,3127
3787,1,101472,30,3128
3788,1,101473,30,3129
3789,1,101474,30,3130
3790,1,101484,10,3131
3791,1,101484,15,3132
3792,1,101484,20,3133
3793,1,101494,10,3134
3794,1,101494,15,3135
3795,1,101494,20,3136
3796,1,40001,7,3137
3797,1,130101,20,3138
3798,1,201241,3,3139
3799,1,201241,5,3140
3800,1,201241,7,3141
3801,1,201242,10,3142
3802,1,201242,30,3143
3803,1,201243,30,3144
3804,1,201244,30,3145
3805,1,101574,10,3146
3806,1,101574,15,3147
3807,1,101574,20,3148
3808,1,500044,10,3149
3809,1,500044,15,3150
3810,1,500044,20,3151
3811,1,500031,3,3159
3812,1,500031,5,3160
3813,1,500031,7,3161
3814,1,500032,10,3162
3815,1,500032,30,3163
3816,1,500033,30,3164
3817,1,500034,30,3165
3818,1,500031,3,3166
3819,1,500031,5,3167
3820,1,500031,7,3168
3821,1,500032,10,3169
3822,1,500032,30,3170
3823,1,500033,30,3171
3824,1,500034,30,3172
3825,1,500031,3,3173
3826,1,500031,5,3174
3827,1,500031,7,3175
3828,1,500032,10,3176
3829,1,500032,30,3177
3830,1,500033,30,3178
3831,1,500034,30,3179
3832,1,500031,3,3152
3833,1,500031,5,3153
3834,1,500031,7,3154
3835,1,500032,10,3155
3836,1,500032,30,3156
3837,1,500033,30,3157
3838,1,101551,3,3180
3839,1,101551,5,3181
3840,1,101551,7,3182
3841,1,101552,10,3183
3842,1,101552,30,3184
3843,1,101553,30,3185
3844,1,101554,30,3186
3845,1,130301,30,3187
3846,1,130302,50,3188
3847,1,201254,10,3189
3848,1,201254,15,3190
3849,1,201254,20,3191
3850,1,5901,35,3192
3851,1,5911,35,3193
3852,1,101561,3,3194
3853,1,101561,5,3195
3854,1,101561,7,3196
3855,1,101562,10,3197
3856,1,101562,30,3198
3857,1,101563,30,3199
3858,1,101564,30,3200
3859,1,5901,35,3201
3860,1,5901,35,3202
3861,2,5032,35,3202
3862,1,5911,35,3203
3863,1,5911,35,3204
3864,2,5172,35,3204
3865,1,101584,10,3205
3866,1,101584,15,3206
3867,1,101584,20,3207
3868,1,5441,21,3208
3869,2,5871,14,3208
3870,3,32303,7,3208
3871,4,31012,7,3208
3872,1,5441,35,3209
3873,2,5761,21,3209
3874,3,32301,7,3209
3875,1,101591,3,3210
3876,1,101591,5,3211
3877,1,101591,7,3212
3878,1,101592,10,3213
3879,1,101592,30,3214
3880,1,101593,30,3215
3881,1,101594,30,3216
3882,1,5681,21,3217
3883,2,5871,14,3217
3884,3,32303,7,3217
3885,4,31012,7,3217
3886,1,5681,35,3218
3887,2,5441,14,3218
3888,3,5541,14,3218
3889,1,5921,77,3219
3890,1,5921,35,3220
3891,1,101604,10,3221
3892,1,101604,15,3222
3893,1,101604,20,3223
3894,1,101614,10,3224
3895,1,101614,15,3225
3896,1,101614,20,3226
3897,1,5302,77,3227
3898,1,5302,35,3228
3899,1,101631,3,3229
3900,1,101631,5,3230
3901,1,101631,7,3231
3902,1,101632,10,3232
3903,1,101632,30,3233
3904,1,101633,30,3234
3905,1,101634,30,3235
3906,1,101624,10,3236
3907,1,101624,15,3237
3908,1,101624,20,3238
3909,1,201261,3,3239
3910,1,201261,5,3240
3911,1,201261,7,3241
3912,1,201262,10,3242
3913,1,201262,30,3243
3914,1,201263,30,3244
3915,1,201264,30,3245
3916,1,100611,2,3246
3917,1,100611,4,3247
3918,1,100611,6,3248
3919,1,100612,8,3249
3920,1,100612,12,3250
3921,1,100613,12,3251
3922,1,100614,12,3252
3923,1,100611,2,3253
3924,1,100611,4,3254
3925,1,100611,6,3255
3926,1,100612,8,3256
3927,1,100612,12,3257
3928,1,100613,12,3258
3929,1,100614,12,3259
3930,1,100611,2,3260
3931,1,100611,4,3261
3932,1,100611,6,3262
3933,1,100612,8,3263
3934,1,100612,12,3264
3935,1,100613,12,3265
3936,1,100614,12,3266
3937,1,500034,30,3158
3938,1,201271,3,3267
3939,1,201271,5,3268
3940,1,201271,7,3269
3941,1,201272,10,3270
3942,1,201272,30,3271
3943,1,201273,30,3272
3944,1,201274,30,3273
3945,1,101531,3,3274
3946,1,101531,5,3275
3947,1,101531,7,3276
3948,1,101532,10,3277
3949,1,101532,30,3278
3950,1,101533,30,3279
3951,1,101534,30,3280
3952,1,101511,3,3281
3953,1,101511,5,3282
3954,1,101511,7,3283
3955,1,101512,10,3284
3956,1,101512,30,3285
3957,1,101513,30,3286
3958,1,101514,30,3287
3959,1,101501,3,3288
3960,1,101501,5,3289
3961,1,101501,7,3290
3962,1,101502,10,3291
3963,1,101502,30,3292
3964,1,101503,30,3293
3965,1,101504,30,3294
3966,1,101541,3,3295
3967,1,101541,5,3296
3968,1,101541,7,3297
3969,1,101542,10,3298
3970,1,101542,30,3299
3971,1,101543,30,3300
3972,1,101544,30,3301
3973,1,101521,3,3302
3974,1,101521,5,3303
3975,1,101521,7,3304
3976,1,101522,10,3305
3977,1,101522,30,3306
3978,1,101523,30,3307
3979,1,101524,30,3308
3980,1,201301,3,3309
3981,1,201301,5,3310
3982,1,201301,7,3311
3983,1,201302,10,3312
3984,1,201302,30,3313
3985,1,201303,30,3314
3986,1,201304,30,3315
3987,1,201284,10,3316
3988,1,201284,15,3317
3989,1,201284,20,3318
3990,1,41801,10,3319
3991,1,400081,3,3320
3992,1,400081,5,3321
3993,1,400081,7,3322
3994,1,400082,10,3323
3995,1,400082,30,3324
3996,1,400083,30,3325
3997,1,400084,30,3326
3998,1,41802,10,3327
3999,1,400091,3,3328
4000,1,400091,5,3329
4001,1,400091,7,3330
4002,1,400092,10,3331
4003,1,400092,30,3332
4004,1,400093,30,3333
4005,1,400094,30,3334
4006,1,20101,10,3335
4007,1,201291,3,3336
4008,1,201291,5,3337
4009,1,201291,7,3338
4010,1,201292,10,3339
4011,1,201292,30,3340
4012,1,201293,30,3341
4013,1,201294,30,3342
4014,1,500031,3,3343
4015,1,500031,5,3344
4016,1,500031,7,3345
4017,1,500032,10,3346
4018,1,500032,30,3347
4019,1,500033,30,3348
4020,1,500034,30,3349
4021,1,500031,3,3350
4022,1,500031,5,3351
4023,1,500031,7,3352
4024,1,500032,10,3353
4025,1,500032,30,3354
4026,1,500033,30,3355
4027,1,500034,30,3356
4028,1,500031,3,3357
4029,1,500031,5,3358
4030,1,500031,7,3359
4031,1,500032,10,3360
4032,1,500032,30,3361
4033,1,500033,30,3362
4034,1,500034,30,3363
4035,1,500031,3,3364
4036,1,500031,5,3365
4037,1,500031,7,3366
4038,1,500032,10,3367
4039,1,500032,30,3368
4040,1,500033,30,3369
4041,1,500034,30,3370
4042,1,101644,10,3371
4043,1,101644,15,3372
4044,1,101644,20,3373
4045,1,5153,21,3374
4046,2,5133,14,3374
4047,1,5152,35,3375
4048,2,5132,14,3375
4049,3,5131,14,3375
4050,1,5931,77,3376
4051,1,5931,35,3377
4052,1,100661,2,3378
4053,1,100661,4,3379
4054,1,100661,6,3380
4055,1,100662,8,3381
4056,1,100662,12,3382
4057,1,100663,12,3383
4058,1,100664,12,3384
4059,1,100661,2,3385
4060,1,100661,4,3386
4061,1,100661,6,3387
4062,1,100662,8,3388
4063,1,100662,12,3389
4064,1,100663,12,3390
4065,1,100664,12,3391
4066,1,40401,10,3392
4067,1,400101,3,3393
4068,1,400101,5,3394
4069,1,400101,7,3395
4070,1,400102,10,3396
4071,1,400102,30,3397
4072,1,400103,30,3398
4073,1,400104,30,3399
4074,1,201334,10,3400
4075,1,201334,15,3401
4076,1,201334,20,3402
4077,1,101651,3,3403
4078,1,101651,5,3404
4079,1,101651,7,3405
4080,1,101652,10,3406
4081,1,101652,30,3407
4082,1,101653,30,3408
4083,1,101654,30,3409
4089,1,40501,10,3414
4090,1,400111,3,3415
4091,1,400111,5,3416
4092,1,400111,7,3417
4093,1,400112,10,3418
4094,1,400112,30,3419
4095,1,400113,30,3420
4096,1,400114,30,3421
4097,1,5821,21,3422
4098,2,3085,7,3422
4099,1,5821,35,3423
4100,2,35201,7,3423
4101,3,3085,7,3423
4102,1,201311,3,3424
4103,1,201311,5,3425
4104,1,201311,7,3426
4105,1,201312,10,3427
4106,1,201312,30,3428
4107,1,201313,30,3429
4108,1,201314,30,3430
4109,1,201321,3,3431
4110,1,201321,5,3432
4111,1,201321,7,3433
4112,1,201322,10,3434
4113,1,201322,30,3435
4114,1,201323,30,3436
4115,1,201324,30,3437
4116,1,5951,77,3410
4117,1,5941,35,3411
4118,1,5951,35,3412
4119,1,5941,77,3413
4120,1,500031,3,3440
4121,1,500031,5,3441
4122,1,500031,7,3442
4123,1,500032,10,3443
4124,1,500032,30,3444
4125,1,500033,30,3445
4126,1,500034,30,3446
4127,1,500031,3,3447
4128,1,500031,5,3448
4129,1,500031,7,3449
4130,1,500032,10,3450
4131,1,500032,30,3451
4132,1,500033,30,3452
4133,1,500034,30,3453
4134,1,500031,3,3454
4135,1,500031,5,3455
4136,1,500031,7,3456
4137,1,500032,10,3457
4138,1,500032,30,3458
4139,1,500033,30,3459
4140,1,500034,30,3460
4141,1,31028,15,3461
4142,1,61001,777,3462
4143,1,3151,50,3463
4144,1,91101,5,3464
4145,1,5392,77,3465
4146,1,5392,35,3466
4147,1,5392,35,3467
4148,1,101171,2,3468
4149,1,101171,4,3469
4150,1,101171,6,3470
4151,1,101172,8,3471
4152,1,101172,12,3472
4153,1,101173,12,3473
4154,1,101174,12,3474
4155,1,101171,2,3475
4156,1,101171,4,3476
4157,1,101171,6,3477
4158,1,101172,8,3478
4159,1,101172,12,3479
4160,1,101173,12,3480
4161,1,101174,12,3481
4162,1,101664,10,3482
4163,1,101664,15,3483
4164,1,101664,20,3484
4165,1,90102,7,3485
4166,2,5391,14,3485
4167,1,32301,7,3486
4168,2,5531,35,3486
4169,3,5392,14,3486
4170,1,500031,3,3495
4171,1,500031,5,3496
4172,1,500031,7,3497
4173,1,500032,10,3498
4174,1,500032,30,3499
4175,1,500033,30,3500
4176,1,500034,30,3501
4177,1,101671,3,3502
4178,1,101671,5,3503
4179,1,101671,7,3504
4180,1,101672,10,3505
4181,1,101672,30,3506
4182,1,101673,30,3507
4183,1,101674,30,3508
4184,1,201234,10,3509
4185,1,201234,15,3510
4186,1,201234,20,3511
4187,1,500054,10,3512
4188,1,500054,15,3513
4189,1,500054,20,3514
4190,1,5422,35,3515
4191,1,5422,35,3516
4192,1,5422,35,3517
4193,2,5421,35,3517
4194,1,40101,10,3487
4195,1,400121,3,3488
4196,1,400121,5,3489
4197,1,400121,7,3490
4198,1,400122,10,3491
4199,1,400122,30,3492
4200,1,400123,30,3493
4201,1,400124,30,3494
4202,1,40001,7,3439
4203,1,130401,20,3520
4204,1,201361,3,3521
4205,1,201361,5,3522
4206,1,201361,7,3523
4207,1,201362,10,3524
4208,1,201362,30,3525
4209,1,201363,30,3526
4210,1,201364,30,3527
4211,1,201341,3,3528
4212,1,201341,5,3529
4213,1,201341,7,3530
4214,1,201342,10,3531
4215,1,201342,30,3532
4216,1,201343,30,3533
4217,1,201344,30,3534
4218,1,5194,35,3535
4219,1,5194,35,3536
4220,1,5233,35,3537
4221,1,5233,35,3538
4222,1,5194,35,3539
4223,1,5233,35,3540
4224,1,16001,20,3541
4225,1,16001,20,3542
4226,1,100971,2,3543
4227,1,100971,4,3544
4228,1,100971,6,3545
4229,1,100972,8,3546
4230,1,100972,12,3547
4231,1,100973,12,3548
4232,1,100974,12,3549
4233,1,100971,2,3550
4234,1,100971,4,3551
4235,1,100971,6,3552
4236,1,100972,8,3553
4237,1,100972,12,3554
4238,1,100973,12,3555
4239,1,100974,12,3556
4240,1,5961,77,3557
4241,1,5961,35,3558
4242,1,5171,21,3518
4243,2,5322,14,3518
4244,1,5172,35,3519
4245,2,5323,14,3519
4246,3,5911,14,3519
4247,1,321,318,3559
4248,1,400131,3,3560
4249,1,400131,5,3561
4250,1,400131,7,3562
4251,1,400132,10,3563
4252,1,400132,30,3564
4253,1,400133,30,3565
4254,1,400134,30,3566
4255,1,41601,10,3567
4256,1,101731,3,3568
4257,1,101731,5,3569
4258,1,101731,7,3570
4259,1,101732,10,3571
4260,1,101732,30,3572
4261,1,101733,30,3573
4262,1,101734,30,3574
4277,1,101731,2,3589
4278,1,101731,4,3590
4279,1,101731,6,3591
4280,1,101732,8,3592
4281,1,101732,12,3593
4282,1,101733,12,3594
4283,1,101734,12,3595
4284,1,101741,3,3596
4285,1,101741,5,3597
4286,1,101741,7,3598
4287,1,101742,10,3599
4288,1,101742,30,3600
4289,1,101743,30,3601
4290,1,101744,30,3602
4291,1,101701,3,3603
4292,1,101701,5,3604
4293,1,101701,7,3605
4294,1,101702,10,3606
4295,1,101702,30,3607
4296,1,101703,30,3608
4297,1,101704,30,3609
4298,1,101681,3,3610
4299,1,101681,5,3611
4300,1,101681,7,3612
4301,1,101682,10,3613
4302,1,101682,30,3614
4303,1,101683,30,3615
4304,1,101684,30,3616
4305,1,101691,3,3617
4306,1,101691,5,3618
4307,1,101691,7,3619
4308,1,101692,10,3620
4309,1,101692,30,3621
4310,1,101693,30,3622
4311,1,101694,30,3623
4312,1,101741,2,3624
4313,1,101741,4,3625
4314,1,101741,6,3626
4315,1,101742,8,3627
4316,1,101742,12,3628
4317,1,101743,12,3629
4318,1,101744,12,3630
4319,1,201351,3,3632
4320,1,201351,5,3633
4321,1,201351,7,3634
4322,1,201352,10,3635
4323,1,201352,30,3636
4324,1,201353,30,3637
4325,1,201354,30,3638
4326,1,101211,2,3639
4327,1,101211,4,3640
4328,1,101211,6,3641
4329,1,101212,8,3642
4330,1,101212,12,3643
4331,1,101213,12,3644
4332,1,101214,12,3645
4333,1,101771,3,3650
4334,1,101771,5,3651
4335,1,101771,7,3652
4336,1,101772,10,3653
4337,1,101772,30,3654
4338,1,101773,30,3655
4339,1,101774,30,3656
4340,1,101221,2,3657
4341,1,101221,4,3658
4342,1,101221,6,3659
4343,1,101222,8,3660
4344,1,101222,12,3661
4345,1,101223,12,3662
4346,1,101224,12,3663
4347,2,5193,21,3536
4348,3,5192,14,3536
4349,2,5232,21,3538
4350,3,5231,14,3538
4351,1,101771,2,3664
4352,1,101771,4,3665
4353,1,101771,6,3666
4354,1,101772,8,3667
4355,1,101772,12,3668
4356,1,101773,12,3669
4357,1,101774,12,3670
4358,1,5221,21,3646
4359,2,5231,14,3646
4360,1,5222,35,3647
4361,2,5791,14,3647
4362,3,5233,14,3647
4363,1,5411,21,3648
4364,2,5721,14,3648
4365,1,5412,35,3649
4366,2,5761,14,3649
4367,3,5541,14,3649
4368,1,101791,3,3671
4369,1,101791,5,3672
4370,1,101791,7,3673
4371,1,101792,10,3674
4372,1,101792,30,3675
4373,1,101793,30,3676
4374,1,101794,30,3677
4375,1,101781,3,3678
4376,1,101781,5,3679
4377,1,101781,7,3680
4378,1,101782,10,3681
4379,1,101782,30,3682
4380,1,101783,30,3683
4381,1,101784,30,3684
4382,1,101801,3,3685
4383,1,101801,5,3686
4384,1,101801,7,3687
4385,1,101802,10,3688
4386,1,101802,30,3689
4387,1,101803,30,3690
4388,1,101804,30,3691
4389,1,101814,10,3692
4390,1,101814,15,3693
4391,1,101814,20,3694
4392,1,101711,3,3695
4393,1,101711,5,3696
4394,1,101711,7,3697
4395,1,101712,10,3698
4396,1,101712,30,3699
4397,1,101713,30,3700
4398,1,101714,30,3701
4399,1,101724,10,3702
4400,1,101724,15,3703
4401,1,101724,20,3704
4402,1,101711,2,3705
4403,1,101711,4,3706
4404,1,101711,6,3707
4405,1,101712,8,3708
4406,1,101712,12,3709
4407,1,101713,12,3710
4408,1,101714,12,3711
4409,1,500064,10,3712
4410,1,500064,15,3713
4411,1,500064,20,3714
4412,1,500031,3,3715
4413,1,500031,5,3716
4414,1,500031,7,3717
4415,1,500032,10,3718
4416,1,500032,30,3719
4417,1,500033,30,3720
4418,1,500034,30,3721
4419,1,500031,3,3722
4420,1,500031,5,3723
4421,1,500031,7,3724
4422,1,500032,10,3725
4423,1,500032,30,3726
4424,1,500033,30,3727
4425,1,500034,30,3728
4426,1,500031,3,3729
4427,1,500031,5,3730
4428,1,500031,7,3731
4429,1,500032,10,3732
4430,1,500032,30,3733
4431,1,500033,30,3734
4432,1,500034,30,3735
4433,1,500031,3,3736
4434,1,500031,5,3737
4435,1,500031,7,3738
4436,1,500032,10,3739
4437,1,500032,30,3740
4438,1,500033,30,3741
4439,1,500034,30,3742
4440,1,40001,7,3743
4441,1,101751,3,3744
4442,1,101751,5,3745
4443,1,101751,7,3746
4444,1,101752,10,3747
4445,1,101752,30,3748
4446,1,101753,30,3749
4447,1,101754,30,3750
4448,1,101761,3,3751
4449,1,101761,5,3752
4450,1,101761,7,3753
4451,1,101762,10,3754
4452,1,101762,30,3755
4453,1,101763,30,3756
4454,1,101764,30,3757
4455,1,32804,7,3631
4456,1,201381,3,3759
4457,1,201381,5,3760
4458,1,201381,7,3761
4459,1,201382,10,3762
4460,1,201382,30,3763
4461,1,201383,30,3764
4462,1,201384,30,3765
4463,1,201391,3,3767
4464,1,201391,5,3768
4465,1,201391,7,3769
4466,1,201392,10,3770
4467,1,201392,30,3771
4468,1,201393,30,3772
4469,1,201394,30,3773
4470,1,5971,77,3778
4471,1,5971,35,3779
4472,1,101821,3,3784
4473,1,101821,5,3785
4474,1,101821,7,3786
4475,1,101822,10,3787
4476,1,101822,30,3788
4477,1,101823,30,3789
4478,1,101824,30,3790
4479,1,500031,3,3792
4480,1,500031,5,3793
4481,1,500031,7,3794
4482,1,500032,10,3795
4483,1,500032,30,3796
4484,1,500033,30,3797
4485,1,500034,30,3798
4486,1,500031,3,3799
4487,1,500031,5,3800
4488,1,500031,7,3801
4489,1,500032,10,3802
4490,1,500032,30,3803
4491,1,500033,30,3804
4492,1,500034,30,3805
4493,1,500031,3,3806
4494,1,500031,5,3807
4495,1,500031,7,3808
4496,1,500032,10,3809
4497,1,500032,30,3810
4498,1,500033,30,3811
4499,1,500034,30,3812
4500,1,500031,3,3813
4501,1,500031,5,3814
4502,1,500031,7,3815
4503,1,500032,10,3816
4504,1,500032,30,3817
4505,1,500033,30,3818
4506,1,500034,30,3819
4507,1,34505,10,3758
4508,1,34504,10,3766
4509,1,34401,10,3774
4510,2,34402,10,3774
4511,1,34402,10,3775
4512,2,34401,10,3775
4513,1,91302,10,3780
4514,1,91301,10,3781
4515,1,100861,2,3820
4516,1,100861,4,3821
4517,1,100861,6,3822
4518,1,100862,8,3823
4519,1,100862,12,3824
4520,1,100863,12,3825
4521,1,100864,12,3826
4522,1,100861,2,3827
4523,1,100861,4,3828
4524,1,100861,6,3829
4525,1,100862,8,3830
4526,1,100862,12,3831
4527,1,100863,12,3832
4528,1,100864,12,3833
4529,1,100861,2,3834
4530,1,100861,4,3835
4531,1,100861,6,3836
4532,1,100862,8,3837
4533,1,100862,12,3838
4534,1,100863,12,3839
4535,1,100864,12,3840
4536,1,201371,3,3841
4537,1,201371,5,3842
4538,1,201371,7,3843
4539,1,201372,10,3844
4540,1,201372,30,3845
4541,1,201373,30,3846
4542,1,201374,30,3847
4543,1,5991,77,3848
4544,1,5991,35,3849
4545,1,5991,77,3850
4546,1,5991,35,3851
4547,1,5991,35,3852
4548,1,26601,20,3853
4549,1,26601,20,3854
4560,1,101914,10,3855
4561,1,101914,15,3856
4562,1,101914,20,3857
4563,1,26601,20,3858
4564,1,40001,7,3776
4565,1,40001,70,3777
4566,1,5971,21,3782
4567,2,34402,7,3782
4568,3,16001,7,3782
4569,1,5971,35,3783
4570,2,5431,14,3783
4571,3,34403,7,3783
4572,1,26401,20,3791
4573,1,201424,10,3859
4574,1,201424,15,3860
4575,1,201424,20,3861
4576,1,5981,77,3862
4577,1,5981,35,3863
4578,1,101841,3,3864
4579,1,101841,5,3865
4580,1,101841,7,3866
4581,1,101842,10,3867
4582,1,101842,30,3868
4583,1,101843,30,3869
4584,1,101844,30,3870
4585,1,101851,3,3871
4586,1,101851,5,3872
4587,1,101851,7,3873
4588,1,101852,10,3874
4589,1,101852,30,3875
4590,1,101853,30,3876
4591,1,101854,30,3877
4592,1,101901,3,3878
4593,1,101901,5,3879
4594,1,101901,7,3880
4595,1,101902,10,3881
4596,1,101902,30,3882
4597,1,101903,30,3883
